Country,Item,Year,Unit,Value
"China, Hong Kong SAR",Fat supply quantity (g/capita/day),2008,g/capita/day,134.49
"China, Hong Kong SAR",Fat supply quantity (g/capita/day),2013,g/capita/day,139.92
"China, Macao SAR",Food supply (kcal/capita/day),1963,kcal/capita/day,2618
"China, Macao SAR",Food supply (kcal/capita/day),1968,kcal/capita/day,1924
"China, Macao SAR",Food supply (kcal/capita/day),1973,kcal/capita/day,2077
"China, Macao SAR",Food supply (kcal/capita/day),1978,kcal/capita/day,2453
"China, Macao SAR",Food supply (kcal/capita/day),1983,kcal/capita/day,2995
"China, Macao SAR",Food supply (kcal/capita/day),1988,kcal/capita/day,2629
"China, Macao SAR",Food supply (kcal/capita/day),1993,kcal/capita/day,2744
"China, Macao SAR",Food supply (kcal/capita/day),1998,kcal/capita/day,2506
"China, Macao SAR",Food supply (kcal/capita/day),2003,kcal/capita/day,2647
"China, Macao SAR",Food supply (kcal/capita/day),2008,kcal/capita/day,2843
"China, Macao SAR",Food supply (kcal/capita/day),2013,kcal/capita/day,2915
"China, Macao SAR",Protein supply quantity (g/capita/day),1963,g/capita/day,61.86
"China, Macao SAR",Protein supply quantity (g/capita/day),1968,g/capita/day,52.67
"China, Macao SAR",Protein supply quantity (g/capita/day),1973,g/capita/day,59.77
"China, Macao SAR",Protein supply quantity (g/capita/day),1978,g/capita/day,72.94
"China, Macao SAR",Protein supply quantity (g/capita/day),1983,g/capita/day,83.31
"China, Macao SAR",Protein supply quantity (g/capita/day),1988,g/capita/day,72.15
"China, Macao SAR",Protein supply quantity (g/capita/day),1993,g/capita/day,79.18
"China, Macao SAR",Protein supply quantity (g/capita/day),1998,g/capita/day,69.86
"China, Macao SAR",Protein supply quantity (g/capita/day),2003,g/capita/day,81.42
"China, Macao SAR",Protein supply quantity (g/capita/day),2008,g/capita/day,92.02
"China, Macao SAR",Protein supply quantity (g/capita/day),2013,g/capita/day,94.84
"China, Macao SAR",Fat supply quantity (g/capita/day),1963,g/capita/day,70.25
"China, Macao SAR",Fat supply quantity (g/capita/day),1968,g/capita/day,56.04
"China, Macao SAR",Fat supply quantity (g/capita/day),1973,g/capita/day,70.83
"China, Macao SAR",Fat supply quantity (g/capita/day),1978,g/capita/day,86.75
"China, Macao SAR",Fat supply quantity (g/capita/day),1983,g/capita/day,114.1
"China, Macao SAR",Fat supply quantity (g/capita/day),1988,g/capita/day,101.76
"China, Macao SAR",Fat supply quantity (g/capita/day),1993,g/capita/day,115
"China, Macao SAR",Fat supply quantity (g/capita/day),1998,g/capita/day,110.7
"China, Macao SAR",Fat supply quantity (g/capita/day),2003,g/capita/day,113.62
"China, Macao SAR",Fat supply quantity (g/capita/day),2008,g/capita/day,125.14
"China, Macao SAR",Fat supply quantity (g/capita/day),2013,g/capita/day,126.28
"China, mainland",Food supply (kcal/capita/day),1963,kcal/capita/day,1594
"China, mainland",Food supply (kcal/capita/day),1968,kcal/capita/day,1758
"China, mainland",Food supply (kcal/capita/day),1973,kcal/capita/day,1897
"China, mainland",Food supply (kcal/capita/day),1978,kcal/capita/day,2062
"China, mainland",Food supply (kcal/capita/day),1983,kcal/capita/day,2399
"China, mainland",Food supply (kcal/capita/day),1988,kcal/capita/day,2416
"China, mainland",Food supply (kcal/capita/day),1993,kcal/capita/day,2538
"China, mainland",Food supply (kcal/capita/day),1998,kcal/capita/day,2770
"China, mainland",Food supply (kcal/capita/day),2003,kcal/capita/day,2833
"China, mainland",Food supply (kcal/capita/day),2008,kcal/capita/day,2977
"China, mainland",Food supply (kcal/capita/day),2013,kcal/capita/day,3108
"China, mainland",Protein supply quantity (g/capita/day),1963,g/capita/day,43.67
"China, mainland",Protein supply quantity (g/capita/day),1968,g/capita/day,44.99
"China, mainland",Protein supply quantity (g/capita/day),1973,g/capita/day,47.02
"China, mainland",Protein supply quantity (g/capita/day),1978,g/capita/day,50.8
"China, mainland",Protein supply quantity (g/capita/day),1983,g/capita/day,59.52
"China, mainland",Protein supply quantity (g/capita/day),1988,g/capita/day,62.77
"China, mainland",Protein supply quantity (g/capita/day),1993,g/capita/day,69.63
"China, mainland",Protein supply quantity (g/capita/day),1998,g/capita/day,80.53
"China, mainland",Protein supply quantity (g/capita/day),2003,g/capita/day,84.8
"China, mainland",Protein supply quantity (g/capita/day),2008,g/capita/day,91.88
"China, mainland",Protein supply quantity (g/capita/day),2013,g/capita/day,98.02
"China, mainland",Fat supply quantity (g/capita/day),1963,g/capita/day,19.08
"China, mainland",Fat supply quantity (g/capita/day),1968,g/capita/day,23.58
"China, mainland",Fat supply quantity (g/capita/day),1973,g/capita/day,24.94
"China, mainland",Fat supply quantity (g/capita/day),1978,g/capita/day,27.18
"China, mainland",Fat supply quantity (g/capita/day),1983,g/capita/day,37.88
"China, mainland",Fat supply quantity (g/capita/day),1988,g/capita/day,46.84
"China, mainland",Fat supply quantity (g/capita/day),1993,g/capita/day,57.84
"China, mainland",Fat supply quantity (g/capita/day),1998,g/capita/day,69.88
"China, mainland",Fat supply quantity (g/capita/day),2003,g/capita/day,78.25
"China, mainland",Fat supply quantity (g/capita/day),2008,g/capita/day,88.12
"China, mainland",Fat supply quantity (g/capita/day),2013,g/capita/day,95.12
"China, Taiwan Province of",Food supply (kcal/capita/day),1963,kcal/capita/day,2422
"China, Taiwan Province of",Food supply (kcal/capita/day),1968,kcal/capita/day,2493
"China, Taiwan Province of",Food supply (kcal/capita/day),1973,kcal/capita/day,2717
"China, Taiwan Province of",Food supply (kcal/capita/day),1978,kcal/capita/day,2821
"China, Taiwan Province of",Food supply (kcal/capita/day),1983,kcal/capita/day,2663
"China, Taiwan Province of",Food supply (kcal/capita/day),1988,kcal/capita/day,2827
"China, Taiwan Province of",Food supply (kcal/capita/day),1993,kcal/capita/day,3058
"China, Taiwan Province of",Food supply (kcal/capita/day),1998,kcal/capita/day,3065
"China, Taiwan Province of",Food supply (kcal/capita/day),2003,kcal/capita/day,2991
"China, Taiwan Province of",Food supply (kcal/capita/day),2008,kcal/capita/day,2925
"China, Taiwan Province of",Food supply (kcal/capita/day),2013,kcal/capita/day,2997
"China, Taiwan Province of",Protein supply quantity (g/capita/day),1963,g/capita/day,61.03
"China, Taiwan Province of",Protein supply quantity (g/capita/day),1968,g/capita/day,64.74
"China, Taiwan Province of",Protein supply quantity (g/capita/day),1973,g/capita/day,73.02
"China, Taiwan Province of",Protein supply quantity (g/capita/day),1978,g/capita/day,77.09
"China, Taiwan Province of",Protein supply quantity (g/capita/day),1983,g/capita/day,75.7
"China, Taiwan Province of",Protein supply quantity (g/capita/day),1988,g/capita/day,82.82
"China, Taiwan Province of",Protein supply quantity (g/capita/day),1993,g/capita/day,89.44
"China, Taiwan Province of",Protein supply quantity (g/capita/day),1998,g/capita/day,92.88
"China, Taiwan Province of",Protein supply quantity (g/capita/day),2003,g/capita/day,90.52
"China, Taiwan Province of",Protein supply quantity (g/capita/day),2008,g/capita/day,89.9
"China, Taiwan Province of",Protein supply quantity (g/capita/day),2013,g/capita/day,89.74
"China, Taiwan Province of",Fat supply quantity (g/capita/day),1963,g/capita/day,37.88
"China, Taiwan Province of",Fat supply quantity (g/capita/day),1968,g/capita/day,45.95
"China, Taiwan Province of",Fat supply quantity (g/capita/day),1973,g/capita/day,58.06
"China, Taiwan Province of",Fat supply quantity (g/capita/day),1978,g/capita/day,74.8
"China, Taiwan Province of",Fat supply quantity (g/capita/day),1983,g/capita/day,84.24
"China, Taiwan Province of",Fat supply quantity (g/capita/day),1988,g/capita/day,101.18
"China, Taiwan Province of",Fat supply quantity (g/capita/day),1993,g/capita/day,130.78
"China, Taiwan Province of",Fat supply quantity (g/capita/day),1998,g/capita/day,129.67
"China, Taiwan Province of",Fat supply quantity (g/capita/day),2003,g/capita/day,128.29
"China, Taiwan Province of",Fat supply quantity (g/capita/day),2008,g/capita/day,128.29
"China, Taiwan Province of",Fat supply quantity (g/capita/day),2013,g/capita/day,126.45
Colombia,Food supply (kcal/capita/day),1963,kcal/capita/day,2094
Colombia,Food supply (kcal/capita/day),1968,kcal/capita/day,2023
Colombia,Food supply (kcal/capita/day),1973,kcal/capita/day,2170
Colombia,Food supply (kcal/capita/day),1978,kcal/capita/day,2472
Colombia,Food supply (kcal/capita/day),1983,kcal/capita/day,2551
Colombia,Food supply (kcal/capita/day),1988,kcal/capita/day,2531
Colombia,Food supply (kcal/capita/day),1993,kcal/capita/day,2684
Colombia,Food supply (kcal/capita/day),1998,kcal/capita/day,2728
Colombia,Food supply (kcal/capita/day),2003,kcal/capita/day,2798
Colombia,Food supply (kcal/capita/day),2008,kcal/capita/day,2807
Colombia,Food supply (kcal/capita/day),2013,kcal/capita/day,2804
Colombia,Protein supply quantity (g/capita/day),1963,g/capita/day,48.74
Colombia,Protein supply quantity (g/capita/day),1968,g/capita/day,47.63
Colombia,Protein supply quantity (g/capita/day),1973,g/capita/day,47.12
Colombia,Protein supply quantity (g/capita/day),1978,g/capita/day,50.37
Colombia,Protein supply quantity (g/capita/day),1983,g/capita/day,52.15
Colombia,Protein supply quantity (g/capita/day),1988,g/capita/day,54.32
Colombia,Protein supply quantity (g/capita/day),1993,g/capita/day,58.86
Colombia,Protein supply quantity (g/capita/day),1998,g/capita/day,63.75
Colombia,Protein supply quantity (g/capita/day),2003,g/capita/day,63.1
Colombia,Protein supply quantity (g/capita/day),2008,g/capita/day,64.81
Colombia,Protein supply quantity (g/capita/day),2013,g/capita/day,64.38
Colombia,Fat supply quantity (g/capita/day),1963,g/capita/day,39.11
Colombia,Fat supply quantity (g/capita/day),1968,g/capita/day,39.4
Colombia,Fat supply quantity (g/capita/day),1973,g/capita/day,41.4
Colombia,Fat supply quantity (g/capita/day),1978,g/capita/day,45.72
Colombia,Fat supply quantity (g/capita/day),1983,g/capita/day,51.44
Colombia,Fat supply quantity (g/capita/day),1988,g/capita/day,56.23
Colombia,Fat supply quantity (g/capita/day),1993,g/capita/day,62.84
Colombia,Fat supply quantity (g/capita/day),1998,g/capita/day,68.75
Colombia,Fat supply quantity (g/capita/day),2003,g/capita/day,72.74
Colombia,Fat supply quantity (g/capita/day),2008,g/capita/day,77.21
Colombia,Fat supply quantity (g/capita/day),2013,g/capita/day,82.15
Congo,Food supply (kcal/capita/day),1963,kcal/capita/day,2093
Congo,Food supply (kcal/capita/day),1968,kcal/capita/day,2014
Congo,Food supply (kcal/capita/day),1973,kcal/capita/day,1949
Congo,Food supply (kcal/capita/day),1978,kcal/capita/day,2011
Congo,Food supply (kcal/capita/day),1983,kcal/capita/day,2108
Congo,Food supply (kcal/capita/day),1988,kcal/capita/day,2141
Congo,Food supply (kcal/capita/day),1993,kcal/capita/day,1995
Congo,Food supply (kcal/capita/day),1998,kcal/capita/day,2045
Congo,Food supply (kcal/capita/day),2003,kcal/capita/day,2236
Congo,Food supply (kcal/capita/day),2008,kcal/capita/day,2110
Congo,Food supply (kcal/capita/day),2013,kcal/capita/day,2208
Congo,Protein supply quantity (g/capita/day),1963,g/capita/day,35.42
Congo,Protein supply quantity (g/capita/day),1968,g/capita/day,35.41
Congo,Protein supply quantity (g/capita/day),1973,g/capita/day,35.35
Congo,Protein supply quantity (g/capita/day),1978,g/capita/day,38.31
Congo,Protein supply quantity (g/capita/day),1983,g/capita/day,42.05
Congo,Protein supply quantity (g/capita/day),1988,g/capita/day,43
Congo,Protein supply quantity (g/capita/day),1993,g/capita/day,47.73
Congo,Protein supply quantity (g/capita/day),1998,g/capita/day,42.38
Congo,Protein supply quantity (g/capita/day),2003,g/capita/day,47.08
Congo,Protein supply quantity (g/capita/day),2008,g/capita/day,44.17
Congo,Protein supply quantity (g/capita/day),2013,g/capita/day,51.66
Congo,Fat supply quantity (g/capita/day),1963,g/capita/day,37.03
Congo,Fat supply quantity (g/capita/day),1968,g/capita/day,41.88
Congo,Fat supply quantity (g/capita/day),1973,g/capita/day,40.06
Congo,Fat supply quantity (g/capita/day),1978,g/capita/day,41.57
Congo,Fat supply quantity (g/capita/day),1983,g/capita/day,48.8
Congo,Fat supply quantity (g/capita/day),1988,g/capita/day,49.61
Congo,Fat supply quantity (g/capita/day),1993,g/capita/day,48.47
Congo,Fat supply quantity (g/capita/day),1998,g/capita/day,46.6
Congo,Fat supply quantity (g/capita/day),2003,g/capita/day,55.06
Congo,Fat supply quantity (g/capita/day),2008,g/capita/day,44.91
Congo,Fat supply quantity (g/capita/day),2013,g/capita/day,46.97
Costa Rica,Food supply (kcal/capita/day),1963,kcal/capita/day,2026
Costa Rica,Food supply (kcal/capita/day),1968,kcal/capita/day,2167
Costa Rica,Food supply (kcal/capita/day),1973,kcal/capita/day,2371
Costa Rica,Food supply (kcal/capita/day),1978,kcal/capita/day,2454
Costa Rica,Food supply (kcal/capita/day),1983,kcal/capita/day,2514
Costa Rica,Food supply (kcal/capita/day),1988,kcal/capita/day,2698
Costa Rica,Food supply (kcal/capita/day),1993,kcal/capita/day,2749
Costa Rica,Food supply (kcal/capita/day),1998,kcal/capita/day,2759
Costa Rica,Food supply (kcal/capita/day),2003,kcal/capita/day,2749
Costa Rica,Food supply (kcal/capita/day),2008,kcal/capita/day,2844
Costa Rica,Food supply (kcal/capita/day),2013,kcal/capita/day,2848
Costa Rica,Protein supply quantity (g/capita/day),1963,g/capita/day,49.56
Costa Rica,Protein supply quantity (g/capita/day),1968,g/capita/day,53.11
Costa Rica,Protein supply quantity (g/capita/day),1973,g/capita/day,55.31
Costa Rica,Protein supply quantity (g/capita/day),1978,g/capita/day,60.51
Costa Rica,Protein supply quantity (g/capita/day),1983,g/capita/day,61.47
Costa Rica,Protein supply quantity (g/capita/day),1988,g/capita/day,63.41
Costa Rica,Protein supply quantity (g/capita/day),1993,g/capita/day,67.44
Costa Rica,Protein supply quantity (g/capita/day),1998,g/capita/day,68.85
Costa Rica,Protein supply quantity (g/capita/day),2003,g/capita/day,70.59
Costa Rica,Protein supply quantity (g/capita/day),2008,g/capita/day,75.33
Costa Rica,Protein supply quantity (g/capita/day),2013,g/capita/day,75.07
Costa Rica,Fat supply quantity (g/capita/day),1963,g/capita/day,47.37
Costa Rica,Fat supply quantity (g/capita/day),1968,g/capita/day,47.99
Costa Rica,Fat supply quantity (g/capita/day),1973,g/capita/day,53.79
Costa Rica,Fat supply quantity (g/capita/day),1978,g/capita/day,59.24
Costa Rica,Fat supply quantity (g/capita/day),1983,g/capita/day,57.61
Costa Rica,Fat supply quantity (g/capita/day),1988,g/capita/day,66.59
Costa Rica,Fat supply quantity (g/capita/day),1993,g/capita/day,74.03
Costa Rica,Fat supply quantity (g/capita/day),1998,g/capita/day,73.14
Costa Rica,Fat supply quantity (g/capita/day),2003,g/capita/day,78.14
Costa Rica,Fat supply quantity (g/capita/day),2008,g/capita/day,87.65
Costa Rica,Fat supply quantity (g/capita/day),2013,g/capita/day,90.46
Côte d'Ivoire,Food supply (kcal/capita/day),1963,kcal/capita/day,2496
Côte d'Ivoire,Food supply (kcal/capita/day),1968,kcal/capita/day,2670
Côte d'Ivoire,Food supply (kcal/capita/day),1973,kcal/capita/day,2534
Côte d'Ivoire,Food supply (kcal/capita/day),1978,kcal/capita/day,2764
Côte d'Ivoire,Food supply (kcal/capita/day),1983,kcal/capita/day,2822
Côte d'Ivoire,Food supply (kcal/capita/day),1988,kcal/capita/day,2668
Côte d'Ivoire,Food supply (kcal/capita/day),1993,kcal/capita/day,2517
Côte d'Ivoire,Food supply (kcal/capita/day),1998,kcal/capita/day,2640
Côte d'Ivoire,Food supply (kcal/capita/day),2003,kcal/capita/day,2688
Côte d'Ivoire,Food supply (kcal/capita/day),2008,kcal/capita/day,2739
Côte d'Ivoire,Food supply (kcal/capita/day),2013,kcal/capita/day,2799
Côte d'Ivoire,Protein supply quantity (g/capita/day),1963,g/capita/day,55.25
Côte d'Ivoire,Protein supply quantity (g/capita/day),1968,g/capita/day,60.59
Côte d'Ivoire,Protein supply quantity (g/capita/day),1973,g/capita/day,56.82
Côte d'Ivoire,Protein supply quantity (g/capita/day),1978,g/capita/day,58.47
Côte d'Ivoire,Protein supply quantity (g/capita/day),1983,g/capita/day,58.5
Côte d'Ivoire,Protein supply quantity (g/capita/day),1988,g/capita/day,58.57
Côte d'Ivoire,Protein supply quantity (g/capita/day),1993,g/capita/day,53.54
Côte d'Ivoire,Protein supply quantity (g/capita/day),1998,g/capita/day,52.55
Côte d'Ivoire,Protein supply quantity (g/capita/day),2003,g/capita/day,53.2
Côte d'Ivoire,Protein supply quantity (g/capita/day),2008,g/capita/day,56.28
Côte d'Ivoire,Protein supply quantity (g/capita/day),2013,g/capita/day,58.51
Côte d'Ivoire,Fat supply quantity (g/capita/day),1963,g/capita/day,32.3
Côte d'Ivoire,Fat supply quantity (g/capita/day),1968,g/capita/day,42.95
Côte d'Ivoire,Fat supply quantity (g/capita/day),1973,g/capita/day,41.6
Côte d'Ivoire,Fat supply quantity (g/capita/day),1978,g/capita/day,50.94
Côte d'Ivoire,Fat supply quantity (g/capita/day),1983,g/capita/day,54.09
Côte d'Ivoire,Fat supply quantity (g/capita/day),1988,g/capita/day,46.44
Côte d'Ivoire,Fat supply quantity (g/capita/day),1993,g/capita/day,43.58
Côte d'Ivoire,Fat supply quantity (g/capita/day),1998,g/capita/day,51.56
Côte d'Ivoire,Fat supply quantity (g/capita/day),2003,g/capita/day,56.72
Côte d'Ivoire,Fat supply quantity (g/capita/day),2008,g/capita/day,49.24
Côte d'Ivoire,Fat supply quantity (g/capita/day),2013,g/capita/day,59.33
Croatia,Food supply (kcal/capita/day),1993,kcal/capita/day,2240
Croatia,Food supply (kcal/capita/day),1998,kcal/capita/day,2517
Croatia,Food supply (kcal/capita/day),2003,kcal/capita/day,2868
Croatia,Food supply (kcal/capita/day),2008,kcal/capita/day,3109
Croatia,Food supply (kcal/capita/day),2013,kcal/capita/day,3059
Croatia,Protein supply quantity (g/capita/day),1993,g/capita/day,57.5
Croatia,Protein supply quantity (g/capita/day),1998,g/capita/day,62.56
Croatia,Protein supply quantity (g/capita/day),2003,g/capita/day,75.65
Croatia,Protein supply quantity (g/capita/day),2008,g/capita/day,82.62
Croatia,Protein supply quantity (g/capita/day),2013,g/capita/day,84.35
Croatia,Fat supply quantity (g/capita/day),1993,g/capita/day,60.6
Croatia,Fat supply quantity (g/capita/day),1998,g/capita/day,67.71
Croatia,Fat supply quantity (g/capita/day),2003,g/capita/day,88.53
Croatia,Fat supply quantity (g/capita/day),2008,g/capita/day,122.73
Croatia,Fat supply quantity (g/capita/day),2013,g/capita/day,118.45
Cuba,Food supply (kcal/capita/day),1963,kcal/capita/day,2387
Cuba,Food supply (kcal/capita/day),1968,kcal/capita/day,2414
Cuba,Food supply (kcal/capita/day),1973,kcal/capita/day,2613
Cuba,Food supply (kcal/capita/day),1978,kcal/capita/day,2805
Cuba,Food supply (kcal/capita/day),1983,kcal/capita/day,3070
Cuba,Food supply (kcal/capita/day),1988,kcal/capita/day,2990
Cuba,Food supply (kcal/capita/day),1993,kcal/capita/day,2321
Cuba,Food supply (kcal/capita/day),1998,kcal/capita/day,2651
Cuba,Food supply (kcal/capita/day),2003,kcal/capita/day,3246
Cuba,Food supply (kcal/capita/day),2008,kcal/capita/day,3120
Cuba,Food supply (kcal/capita/day),2013,kcal/capita/day,3409
Cuba,Protein supply quantity (g/capita/day),1963,g/capita/day,57.38
Cuba,Protein supply quantity (g/capita/day),1968,g/capita/day,61.51
Cuba,Protein supply quantity (g/capita/day),1973,g/capita/day,65.98
Cuba,Protein supply quantity (g/capita/day),1978,g/capita/day,65.95
Cuba,Protein supply quantity (g/capita/day),1983,g/capita/day,72.47
Cuba,Protein supply quantity (g/capita/day),1988,g/capita/day,72.21
Cuba,Protein supply quantity (g/capita/day),1993,g/capita/day,50.38
Cuba,Protein supply quantity (g/capita/day),1998,g/capita/day,60.52
Cuba,Protein supply quantity (g/capita/day),2003,g/capita/day,76.93
Cuba,Protein supply quantity (g/capita/day),2008,g/capita/day,89.93
Cuba,Protein supply quantity (g/capita/day),2013,g/capita/day,90.86
Cuba,Fat supply quantity (g/capita/day),1963,g/capita/day,54.84
Cuba,Fat supply quantity (g/capita/day),1968,g/capita/day,64.93
Cuba,Fat supply quantity (g/capita/day),1973,g/capita/day,69.34
Cuba,Fat supply quantity (g/capita/day),1978,g/capita/day,74.39
Cuba,Fat supply quantity (g/capita/day),1983,g/capita/day,81.63
Cuba,Fat supply quantity (g/capita/day),1988,g/capita/day,81.93
Cuba,Fat supply quantity (g/capita/day),1993,g/capita/day,53.04
Cuba,Fat supply quantity (g/capita/day),1998,g/capita/day,46.09
Cuba,Fat supply quantity (g/capita/day),2003,g/capita/day,50.54
Cuba,Fat supply quantity (g/capita/day),2008,g/capita/day,58.12
Cuba,Fat supply quantity (g/capita/day),2013,g/capita/day,68.8
Cyprus,Food supply (kcal/capita/day),1963,kcal/capita/day,2373
Cyprus,Food supply (kcal/capita/day),1968,kcal/capita/day,2994
Cyprus,Food supply (kcal/capita/day),1973,kcal/capita/day,2861
Cyprus,Food supply (kcal/capita/day),1978,kcal/capita/day,2403
Cyprus,Food supply (kcal/capita/day),1983,kcal/capita/day,2666
Cyprus,Food supply (kcal/capita/day),1988,kcal/capita/day,2633
Cyprus,Food supply (kcal/capita/day),1993,kcal/capita/day,2799
Cyprus,Food supply (kcal/capita/day),1998,kcal/capita/day,2727
Cyprus,Food supply (kcal/capita/day),2003,kcal/capita/day,2611
Cyprus,Food supply (kcal/capita/day),2008,kcal/capita/day,2657
Cyprus,Food supply (kcal/capita/day),2013,kcal/capita/day,2649
Cyprus,Protein supply quantity (g/capita/day),1963,g/capita/day,69.57
Cyprus,Protein supply quantity (g/capita/day),1968,g/capita/day,82.56
Cyprus,Protein supply quantity (g/capita/day),1973,g/capita/day,83.34
Cyprus,Protein supply quantity (g/capita/day),1978,g/capita/day,66.68
Cyprus,Protein supply quantity (g/capita/day),1983,g/capita/day,77.09
Cyprus,Protein supply quantity (g/capita/day),1988,g/capita/day,82.43
Cyprus,Protein supply quantity (g/capita/day),1993,g/capita/day,86.51
Cyprus,Protein supply quantity (g/capita/day),1998,g/capita/day,86.52
Cyprus,Protein supply quantity (g/capita/day),2003,g/capita/day,80.14
Cyprus,Protein supply quantity (g/capita/day),2008,g/capita/day,81.82
Cyprus,Protein supply quantity (g/capita/day),2013,g/capita/day,77.61
Cyprus,Fat supply quantity (g/capita/day),1963,g/capita/day,70.63
Cyprus,Fat supply quantity (g/capita/day),1968,g/capita/day,98.17
Cyprus,Fat supply quantity (g/capita/day),1973,g/capita/day,110.78
Cyprus,Fat supply quantity (g/capita/day),1978,g/capita/day,91.61
Cyprus,Fat supply quantity (g/capita/day),1983,g/capita/day,94.74
Cyprus,Fat supply quantity (g/capita/day),1988,g/capita/day,109.32
Cyprus,Fat supply quantity (g/capita/day),1993,g/capita/day,110.99
Cyprus,Fat supply quantity (g/capita/day),1998,g/capita/day,107.64
Cyprus,Fat supply quantity (g/capita/day),2003,g/capita/day,106.16
Cyprus,Fat supply quantity (g/capita/day),2008,g/capita/day,115.2
Cyprus,Fat supply quantity (g/capita/day),2013,g/capita/day,114.73
Czechia,Food supply (kcal/capita/day),1993,kcal/capita/day,3037
Czechia,Food supply (kcal/capita/day),1998,kcal/capita/day,3269
Czechia,Food supply (kcal/capita/day),2003,kcal/capita/day,3319
Czechia,Food supply (kcal/capita/day),2008,kcal/capita/day,3268
Czechia,Food supply (kcal/capita/day),2013,kcal/capita/day,3256
Czechia,Protein supply quantity (g/capita/day),1993,g/capita/day,92.75
Czechia,Protein supply quantity (g/capita/day),1998,g/capita/day,96.91
Czechia,Protein supply quantity (g/capita/day),2003,g/capita/day,92.99
Czechia,Protein supply quantity (g/capita/day),2008,g/capita/day,93.79
Czechia,Protein supply quantity (g/capita/day),2013,g/capita/day,87.47
Czechia,Fat supply quantity (g/capita/day),1993,g/capita/day,115.15
Czechia,Fat supply quantity (g/capita/day),1998,g/capita/day,116.21
Czechia,Fat supply quantity (g/capita/day),2003,g/capita/day,120.35
Czechia,Fat supply quantity (g/capita/day),2008,g/capita/day,137.67
Czechia,Fat supply quantity (g/capita/day),2013,g/capita/day,137.05
Czechoslovakia,Food supply (kcal/capita/day),1963,kcal/capita/day,3397
Czechoslovakia,Food supply (kcal/capita/day),1968,kcal/capita/day,3456
Czechoslovakia,Food supply (kcal/capita/day),1973,kcal/capita/day,3370
Czechoslovakia,Food supply (kcal/capita/day),1978,kcal/capita/day,3362
Czechoslovakia,Food supply (kcal/capita/day),1983,kcal/capita/day,3406
Czechoslovakia,Food supply (kcal/capita/day),1988,kcal/capita/day,3593
Czechoslovakia,Protein supply quantity (g/capita/day),1963,g/capita/day,92.22
Czechoslovakia,Protein supply quantity (g/capita/day),1968,g/capita/day,96.88
Czechoslovakia,Protein supply quantity (g/capita/day),1973,g/capita/day,96.6
Czechoslovakia,Protein supply quantity (g/capita/day),1978,g/capita/day,99
Czechoslovakia,Protein supply quantity (g/capita/day),1983,g/capita/day,99.35
Czechoslovakia,Protein supply quantity (g/capita/day),1988,g/capita/day,106.69
Czechoslovakia,Fat supply quantity (g/capita/day),1963,g/capita/day,107.18
Czechoslovakia,Fat supply quantity (g/capita/day),1968,g/capita/day,112.85
Czechoslovakia,Fat supply quantity (g/capita/day),1973,g/capita/day,115.45
Czechoslovakia,Fat supply quantity (g/capita/day),1978,g/capita/day,119.08
Czechoslovakia,Fat supply quantity (g/capita/day),1983,g/capita/day,126.45
Czechoslovakia,Fat supply quantity (g/capita/day),1988,g/capita/day,137.04
Democratic People's Republic of Korea,Food supply (kcal/capita/day),1963,kcal/capita/day,2018
Democratic People's Republic of Korea,Food supply (kcal/capita/day),1968,kcal/capita/day,1925
Democratic People's Republic of Korea,Food supply (kcal/capita/day),1973,kcal/capita/day,2150
Democratic People's Republic of Korea,Food supply (kcal/capita/day),1978,kcal/capita/day,2198
Democratic People's Republic of Korea,Food supply (kcal/capita/day),1983,kcal/capita/day,2030
Democratic People's Republic of Korea,Food supply (kcal/capita/day),1988,kcal/capita/day,2127
Democratic People's Republic of Korea,Food supply (kcal/capita/day),1993,kcal/capita/day,2276
Democratic People's Republic of Korea,Food supply (kcal/capita/day),1998,kcal/capita/day,2121
Democratic People's Republic of Korea,Food supply (kcal/capita/day),2003,kcal/capita/day,2189
Democratic People's Republic of Korea,Food supply (kcal/capita/day),2008,kcal/capita/day,2095
Democratic People's Republic of Korea,Food supply (kcal/capita/day),2013,kcal/capita/day,2094
Democratic People's Republic of Korea,Protein supply quantity (g/capita/day),1963,g/capita/day,65.04
Democratic People's Republic of Korea,Protein supply quantity (g/capita/day),1968,g/capita/day,63.7
Democratic People's Republic of Korea,Protein supply quantity (g/capita/day),1973,g/capita/day,67.9
Democratic People's Republic of Korea,Protein supply quantity (g/capita/day),1978,g/capita/day,74.37
Democratic People's Republic of Korea,Protein supply quantity (g/capita/day),1983,g/capita/day,68.87
Democratic People's Republic of Korea,Protein supply quantity (g/capita/day),1988,g/capita/day,73.39
Democratic People's Republic of Korea,Protein supply quantity (g/capita/day),1993,g/capita/day,66.73
Democratic People's Republic of Korea,Protein supply quantity (g/capita/day),1998,g/capita/day,57.43
Democratic People's Republic of Korea,Protein supply quantity (g/capita/day),2003,g/capita/day,59.42
Democratic People's Republic of Korea,Protein supply quantity (g/capita/day),2008,g/capita/day,56.72
Democratic People's Republic of Korea,Protein supply quantity (g/capita/day),2013,g/capita/day,55
Democratic People's Republic of Korea,Fat supply quantity (g/capita/day),1963,g/capita/day,22.71
Democratic People's Republic of Korea,Fat supply quantity (g/capita/day),1968,g/capita/day,24.99
Democratic People's Republic of Korea,Fat supply quantity (g/capita/day),1973,g/capita/day,27.98
Democratic People's Republic of Korea,Fat supply quantity (g/capita/day),1978,g/capita/day,33.02
