Country,Item,Year,Unit,Value
Afghanistan,Food supply (kcal/capita/day),1963,kcal/capita/day,2698
Afghanistan,Food supply (kcal/capita/day),1968,kcal/capita/day,2918
Afghanistan,Food supply (kcal/capita/day),1973,kcal/capita/day,2721
Afghanistan,Food supply (kcal/capita/day),1978,kcal/capita/day,2621
Afghanistan,Food supply (kcal/capita/day),1983,kcal/capita/day,2524
Afghanistan,Food supply (kcal/capita/day),1988,kcal/capita/day,2518
Afghanistan,Food supply (kcal/capita/day),1993,kcal/capita/day,1910
Afghanistan,Food supply (kcal/capita/day),1998,kcal/capita/day,1903
Afghanistan,Food supply (kcal/capita/day),2003,kcal/capita/day,1892
Afghanistan,Food supply (kcal/capita/day),2008,kcal/capita/day,2041
Afghanistan,Food supply (kcal/capita/day),2013,kcal/capita/day,2090
Afghanistan,Protein supply quantity (g/capita/day),1963,g/capita/day,77.12
Afghanistan,Protein supply quantity (g/capita/day),1968,g/capita/day,84.1
Afghanistan,Protein supply quantity (g/capita/day),1973,g/capita/day,77.38
Afghanistan,Protein supply quantity (g/capita/day),1978,g/capita/day,74.66
Afghanistan,Protein supply quantity (g/capita/day),1983,g/capita/day,71.42
Afghanistan,Protein supply quantity (g/capita/day),1988,g/capita/day,70.43
Afghanistan,Protein supply quantity (g/capita/day),1993,g/capita/day,56.83
Afghanistan,Protein supply quantity (g/capita/day),1998,g/capita/day,57.78
Afghanistan,Protein supply quantity (g/capita/day),2003,g/capita/day,54.54
Afghanistan,Protein supply quantity (g/capita/day),2008,g/capita/day,56.96
Afghanistan,Protein supply quantity (g/capita/day),2013,g/capita/day,58.25
Afghanistan,Fat supply quantity (g/capita/day),1963,g/capita/day,38.57
Afghanistan,Fat supply quantity (g/capita/day),1968,g/capita/day,41.99
Afghanistan,Fat supply quantity (g/capita/day),1973,g/capita/day,37.2
Afghanistan,Fat supply quantity (g/capita/day),1978,g/capita/day,38.52
Afghanistan,Fat supply quantity (g/capita/day),1983,g/capita/day,46.25
Afghanistan,Fat supply quantity (g/capita/day),1988,g/capita/day,43.21
Afghanistan,Fat supply quantity (g/capita/day),1993,g/capita/day,33.08
Afghanistan,Fat supply quantity (g/capita/day),1998,g/capita/day,35.57
Afghanistan,Fat supply quantity (g/capita/day),2003,g/capita/day,29.99
Afghanistan,Fat supply quantity (g/capita/day),2008,g/capita/day,29.72
Afghanistan,Fat supply quantity (g/capita/day),2013,g/capita/day,33.52
Albania,Food supply (kcal/capita/day),1963,kcal/capita/day,2156
Albania,Food supply (kcal/capita/day),1968,kcal/capita/day,2343
Albania,Food supply (kcal/capita/day),1973,kcal/capita/day,2432
Albania,Food supply (kcal/capita/day),1978,kcal/capita/day,2689
Albania,Food supply (kcal/capita/day),1983,kcal/capita/day,2798
Albania,Food supply (kcal/capita/day),1988,kcal/capita/day,2594
Albania,Food supply (kcal/capita/day),1993,kcal/capita/day,2795
Albania,Food supply (kcal/capita/day),1998,kcal/capita/day,2725
Albania,Food supply (kcal/capita/day),2003,kcal/capita/day,2772
Albania,Food supply (kcal/capita/day),2008,kcal/capita/day,2947
Albania,Food supply (kcal/capita/day),2013,kcal/capita/day,3193
Albania,Protein supply quantity (g/capita/day),1963,g/capita/day,64.58
Albania,Protein supply quantity (g/capita/day),1968,g/capita/day,67.72
Albania,Protein supply quantity (g/capita/day),1973,g/capita/day,71.02
Albania,Protein supply quantity (g/capita/day),1978,g/capita/day,79.4
Albania,Protein supply quantity (g/capita/day),1983,g/capita/day,82.78
Albania,Protein supply quantity (g/capita/day),1988,g/capita/day,77.26
Albania,Protein supply quantity (g/capita/day),1993,g/capita/day,88.74
Albania,Protein supply quantity (g/capita/day),1998,g/capita/day,88.42
Albania,Protein supply quantity (g/capita/day),2003,g/capita/day,95.79
Albania,Protein supply quantity (g/capita/day),2008,g/capita/day,101.95
Albania,Protein supply quantity (g/capita/day),2013,g/capita/day,111.42
Albania,Fat supply quantity (g/capita/day),1963,g/capita/day,43.14
Albania,Fat supply quantity (g/capita/day),1968,g/capita/day,47.92
Albania,Fat supply quantity (g/capita/day),1973,g/capita/day,48.88
Albania,Fat supply quantity (g/capita/day),1978,g/capita/day,57.5
Albania,Fat supply quantity (g/capita/day),1983,g/capita/day,63.25
Albania,Fat supply quantity (g/capita/day),1988,g/capita/day,59.15
Albania,Fat supply quantity (g/capita/day),1993,g/capita/day,74.06
Albania,Fat supply quantity (g/capita/day),1998,g/capita/day,74.79
Albania,Fat supply quantity (g/capita/day),2003,g/capita/day,82.36
Albania,Fat supply quantity (g/capita/day),2008,g/capita/day,95.42
Albania,Fat supply quantity (g/capita/day),2013,g/capita/day,106.53
Algeria,Food supply (kcal/capita/day),1963,kcal/capita/day,1528
Algeria,Food supply (kcal/capita/day),1968,kcal/capita/day,1706
Algeria,Food supply (kcal/capita/day),1973,kcal/capita/day,1851
Algeria,Food supply (kcal/capita/day),1978,kcal/capita/day,2344
Algeria,Food supply (kcal/capita/day),1983,kcal/capita/day,2553
Algeria,Food supply (kcal/capita/day),1988,kcal/capita/day,2696
Algeria,Food supply (kcal/capita/day),1993,kcal/capita/day,2865
Algeria,Food supply (kcal/capita/day),1998,kcal/capita/day,2792
Algeria,Food supply (kcal/capita/day),2003,kcal/capita/day,2970
Algeria,Food supply (kcal/capita/day),2008,kcal/capita/day,3048
Algeria,Food supply (kcal/capita/day),2013,kcal/capita/day,3296
Algeria,Protein supply quantity (g/capita/day),1963,g/capita/day,40.26
Algeria,Protein supply quantity (g/capita/day),1968,g/capita/day,45.04
Algeria,Protein supply quantity (g/capita/day),1973,g/capita/day,49.59
Algeria,Protein supply quantity (g/capita/day),1978,g/capita/day,61.14
Algeria,Protein supply quantity (g/capita/day),1983,g/capita/day,67.28
Algeria,Protein supply quantity (g/capita/day),1988,g/capita/day,72.58
Algeria,Protein supply quantity (g/capita/day),1993,g/capita/day,78.04
Algeria,Protein supply quantity (g/capita/day),1998,g/capita/day,78.69
Algeria,Protein supply quantity (g/capita/day),2003,g/capita/day,82.16
Algeria,Protein supply quantity (g/capita/day),2008,g/capita/day,83.45
Algeria,Protein supply quantity (g/capita/day),2013,g/capita/day,91.96
Algeria,Fat supply quantity (g/capita/day),1963,g/capita/day,26.61
Algeria,Fat supply quantity (g/capita/day),1968,g/capita/day,31.37
Algeria,Fat supply quantity (g/capita/day),1973,g/capita/day,33.35
Algeria,Fat supply quantity (g/capita/day),1978,g/capita/day,50.9
Algeria,Fat supply quantity (g/capita/day),1983,g/capita/day,62.14
Algeria,Fat supply quantity (g/capita/day),1988,g/capita/day,63.9
Algeria,Fat supply quantity (g/capita/day),1993,g/capita/day,70.99
Algeria,Fat supply quantity (g/capita/day),1998,g/capita/day,64.36
Algeria,Fat supply quantity (g/capita/day),2003,g/capita/day,60.98
Algeria,Fat supply quantity (g/capita/day),2008,g/capita/day,67.22
Algeria,Fat supply quantity (g/capita/day),2013,g/capita/day,76.55
Angola,Food supply (kcal/capita/day),1963,kcal/capita/day,1853
Angola,Food supply (kcal/capita/day),1968,kcal/capita/day,1856
Angola,Food supply (kcal/capita/day),1973,kcal/capita/day,1915
Angola,Food supply (kcal/capita/day),1978,kcal/capita/day,1991
Angola,Food supply (kcal/capita/day),1983,kcal/capita/day,1729
Angola,Food supply (kcal/capita/day),1988,kcal/capita/day,1605
Angola,Food supply (kcal/capita/day),1993,kcal/capita/day,1564
Angola,Food supply (kcal/capita/day),1998,kcal/capita/day,1752
Angola,Food supply (kcal/capita/day),2003,kcal/capita/day,1983
Angola,Food supply (kcal/capita/day),2008,kcal/capita/day,2245
Angola,Food supply (kcal/capita/day),2013,kcal/capita/day,2473
Angola,Protein supply quantity (g/capita/day),1963,g/capita/day,37.65
Angola,Protein supply quantity (g/capita/day),1968,g/capita/day,39.33
Angola,Protein supply quantity (g/capita/day),1973,g/capita/day,38.19
Angola,Protein supply quantity (g/capita/day),1978,g/capita/day,45.78
Angola,Protein supply quantity (g/capita/day),1983,g/capita/day,43.69
Angola,Protein supply quantity (g/capita/day),1988,g/capita/day,39.8
Angola,Protein supply quantity (g/capita/day),1993,g/capita/day,33.38
Angola,Protein supply quantity (g/capita/day),1998,g/capita/day,37.22
Angola,Protein supply quantity (g/capita/day),2003,g/capita/day,43.28
Angola,Protein supply quantity (g/capita/day),2008,g/capita/day,51.32
Angola,Protein supply quantity (g/capita/day),2013,g/capita/day,57.26
Angola,Fat supply quantity (g/capita/day),1963,g/capita/day,29.61
Angola,Fat supply quantity (g/capita/day),1968,g/capita/day,31.49
Angola,Fat supply quantity (g/capita/day),1973,g/capita/day,32.67
Angola,Fat supply quantity (g/capita/day),1978,g/capita/day,45.76
Angola,Fat supply quantity (g/capita/day),1983,g/capita/day,40.25
Angola,Fat supply quantity (g/capita/day),1988,g/capita/day,41.01
Angola,Fat supply quantity (g/capita/day),1993,g/capita/day,37.29
Angola,Fat supply quantity (g/capita/day),1998,g/capita/day,38.18
Angola,Fat supply quantity (g/capita/day),2003,g/capita/day,43.24
Angola,Fat supply quantity (g/capita/day),2008,g/capita/day,48.42
Angola,Fat supply quantity (g/capita/day),2013,g/capita/day,53.54
Antigua and Barbuda,Food supply (kcal/capita/day),1963,kcal/capita/day,2052
Antigua and Barbuda,Food supply (kcal/capita/day),1968,kcal/capita/day,2007
Antigua and Barbuda,Food supply (kcal/capita/day),1973,kcal/capita/day,1863
Antigua and Barbuda,Food supply (kcal/capita/day),1978,kcal/capita/day,1650
Antigua and Barbuda,Food supply (kcal/capita/day),1983,kcal/capita/day,2023
Antigua and Barbuda,Food supply (kcal/capita/day),1988,kcal/capita/day,2364
Antigua and Barbuda,Food supply (kcal/capita/day),1993,kcal/capita/day,2376
Antigua and Barbuda,Food supply (kcal/capita/day),1998,kcal/capita/day,2154
Antigua and Barbuda,Food supply (kcal/capita/day),2003,kcal/capita/day,2071
Antigua and Barbuda,Food supply (kcal/capita/day),2008,kcal/capita/day,2380
Antigua and Barbuda,Food supply (kcal/capita/day),2013,kcal/capita/day,2417
Antigua and Barbuda,Protein supply quantity (g/capita/day),1963,g/capita/day,55.32
Antigua and Barbuda,Protein supply quantity (g/capita/day),1968,g/capita/day,46.41
Antigua and Barbuda,Protein supply quantity (g/capita/day),1973,g/capita/day,51.15
Antigua and Barbuda,Protein supply quantity (g/capita/day),1978,g/capita/day,51.41
Antigua and Barbuda,Protein supply quantity (g/capita/day),1983,g/capita/day,65.52
Antigua and Barbuda,Protein supply quantity (g/capita/day),1988,g/capita/day,83.2
Antigua and Barbuda,Protein supply quantity (g/capita/day),1993,g/capita/day,78.14
Antigua and Barbuda,Protein supply quantity (g/capita/day),1998,g/capita/day,72.5
Antigua and Barbuda,Protein supply quantity (g/capita/day),2003,g/capita/day,70.19
Antigua and Barbuda,Protein supply quantity (g/capita/day),2008,g/capita/day,85.29
Antigua and Barbuda,Protein supply quantity (g/capita/day),2013,g/capita/day,83.71
Antigua and Barbuda,Fat supply quantity (g/capita/day),1963,g/capita/day,55.61
Antigua and Barbuda,Fat supply quantity (g/capita/day),1968,g/capita/day,60.41
Antigua and Barbuda,Fat supply quantity (g/capita/day),1973,g/capita/day,58.25
Antigua and Barbuda,Fat supply quantity (g/capita/day),1978,g/capita/day,52.76
Antigua and Barbuda,Fat supply quantity (g/capita/day),1983,g/capita/day,75.19
Antigua and Barbuda,Fat supply quantity (g/capita/day),1988,g/capita/day,93.53
Antigua and Barbuda,Fat supply quantity (g/capita/day),1993,g/capita/day,89.27
Antigua and Barbuda,Fat supply quantity (g/capita/day),1998,g/capita/day,76.19
Antigua and Barbuda,Fat supply quantity (g/capita/day),2003,g/capita/day,74.09
Antigua and Barbuda,Fat supply quantity (g/capita/day),2008,g/capita/day,82.9
Antigua and Barbuda,Fat supply quantity (g/capita/day),2013,g/capita/day,90.03
Argentina,Food supply (kcal/capita/day),1963,kcal/capita/day,3031
Argentina,Food supply (kcal/capita/day),1968,kcal/capita/day,3266
Argentina,Food supply (kcal/capita/day),1973,kcal/capita/day,3010
Argentina,Food supply (kcal/capita/day),1978,kcal/capita/day,3227
Argentina,Food supply (kcal/capita/day),1983,kcal/capita/day,2990
Argentina,Food supply (kcal/capita/day),1988,kcal/capita/day,3012
Argentina,Food supply (kcal/capita/day),1993,kcal/capita/day,3116
Argentina,Food supply (kcal/capita/day),1998,kcal/capita/day,3163
Argentina,Food supply (kcal/capita/day),2003,kcal/capita/day,3009
Argentina,Food supply (kcal/capita/day),2008,kcal/capita/day,3158
Argentina,Food supply (kcal/capita/day),2013,kcal/capita/day,3229
Argentina,Protein supply quantity (g/capita/day),1963,g/capita/day,104.42
Argentina,Protein supply quantity (g/capita/day),1968,g/capita/day,105.87
Argentina,Protein supply quantity (g/capita/day),1973,g/capita/day,94.05
Argentina,Protein supply quantity (g/capita/day),1978,g/capita/day,106.74
Argentina,Protein supply quantity (g/capita/day),1983,g/capita/day,94.91
Argentina,Protein supply quantity (g/capita/day),1988,g/capita/day,97.08
Argentina,Protein supply quantity (g/capita/day),1993,g/capita/day,100.95
Argentina,Protein supply quantity (g/capita/day),1998,g/capita/day,102.53
Argentina,Protein supply quantity (g/capita/day),2003,g/capita/day,92.55
Argentina,Protein supply quantity (g/capita/day),2008,g/capita/day,99.35
Argentina,Protein supply quantity (g/capita/day),2013,g/capita/day,102.64
Argentina,Fat supply quantity (g/capita/day),1963,g/capita/day,100.24
Argentina,Fat supply quantity (g/capita/day),1968,g/capita/day,114.57
Argentina,Fat supply quantity (g/capita/day),1973,g/capita/day,105.78
Argentina,Fat supply quantity (g/capita/day),1978,g/capita/day,114.84
Argentina,Fat supply quantity (g/capita/day),1983,g/capita/day,102.61
Argentina,Fat supply quantity (g/capita/day),1988,g/capita/day,105.66
Argentina,Fat supply quantity (g/capita/day),1993,g/capita/day,115.01
Argentina,Fat supply quantity (g/capita/day),1998,g/capita/day,114.75
Argentina,Fat supply quantity (g/capita/day),2003,g/capita/day,98.93
Argentina,Fat supply quantity (g/capita/day),2008,g/capita/day,111.29
Argentina,Fat supply quantity (g/capita/day),2013,g/capita/day,116.46
Armenia,Food supply (kcal/capita/day),1993,kcal/capita/day,2099
Armenia,Food supply (kcal/capita/day),1998,kcal/capita/day,2320
Armenia,Food supply (kcal/capita/day),2003,kcal/capita/day,2432
Armenia,Food supply (kcal/capita/day),2008,kcal/capita/day,2869
Armenia,Food supply (kcal/capita/day),2013,kcal/capita/day,2928
Armenia,Protein supply quantity (g/capita/day),1993,g/capita/day,58.53
Armenia,Protein supply quantity (g/capita/day),1998,g/capita/day,66.31
Armenia,Protein supply quantity (g/capita/day),2003,g/capita/day,70.15
Armenia,Protein supply quantity (g/capita/day),2008,g/capita/day,87.6
Armenia,Protein supply quantity (g/capita/day),2013,g/capita/day,90.04
Armenia,Fat supply quantity (g/capita/day),1993,g/capita/day,27.49
Armenia,Fat supply quantity (g/capita/day),1998,g/capita/day,38.36
Armenia,Fat supply quantity (g/capita/day),2003,g/capita/day,57.49
Armenia,Fat supply quantity (g/capita/day),2008,g/capita/day,81.67
Armenia,Fat supply quantity (g/capita/day),2013,g/capita/day,96.64
Australia,Food supply (kcal/capita/day),1963,kcal/capita/day,3169
Australia,Food supply (kcal/capita/day),1968,kcal/capita/day,3127
Australia,Food supply (kcal/capita/day),1973,kcal/capita/day,3098
Australia,Food supply (kcal/capita/day),1978,kcal/capita/day,3022
Australia,Food supply (kcal/capita/day),1983,kcal/capita/day,3038
Australia,Food supply (kcal/capita/day),1988,kcal/capita/day,3115
Australia,Food supply (kcal/capita/day),1993,kcal/capita/day,3042
Australia,Food supply (kcal/capita/day),1998,kcal/capita/day,3015
Australia,Food supply (kcal/capita/day),2003,kcal/capita/day,3104
Australia,Food supply (kcal/capita/day),2008,kcal/capita/day,3199
Australia,Food supply (kcal/capita/day),2013,kcal/capita/day,3276
Australia,Protein supply quantity (g/capita/day),1963,g/capita/day,109.08
Australia,Protein supply quantity (g/capita/day),1968,g/capita/day,106.66
Australia,Protein supply quantity (g/capita/day),1973,g/capita/day,105.88
Australia,Protein supply quantity (g/capita/day),1978,g/capita/day,110.81
Australia,Protein supply quantity (g/capita/day),1983,g/capita/day,103.92
Australia,Protein supply quantity (g/capita/day),1988,g/capita/day,108.16
Australia,Protein supply quantity (g/capita/day),1993,g/capita/day,103.01
Australia,Protein supply quantity (g/capita/day),1998,g/capita/day,101.34
Australia,Protein supply quantity (g/capita/day),2003,g/capita/day,109.64
Australia,Protein supply quantity (g/capita/day),2008,g/capita/day,106.45
Australia,Protein supply quantity (g/capita/day),2013,g/capita/day,106.28
Australia,Fat supply quantity (g/capita/day),1963,g/capita/day,112.13
Australia,Fat supply quantity (g/capita/day),1968,g/capita/day,110.19
Australia,Fat supply quantity (g/capita/day),1973,g/capita/day,115.54
Australia,Fat supply quantity (g/capita/day),1978,g/capita/day,110.27
Australia,Fat supply quantity (g/capita/day),1983,g/capita/day,113.59
Australia,Fat supply quantity (g/capita/day),1988,g/capita/day,122.98
Australia,Fat supply quantity (g/capita/day),1993,g/capita/day,129.36
Australia,Fat supply quantity (g/capita/day),1998,g/capita/day,124.83
Australia,Fat supply quantity (g/capita/day),2003,g/capita/day,130.99
Australia,Fat supply quantity (g/capita/day),2008,g/capita/day,141
Australia,Fat supply quantity (g/capita/day),2013,g/capita/day,150.85
Austria,Food supply (kcal/capita/day),1963,kcal/capita/day,3248
Austria,Food supply (kcal/capita/day),1968,kcal/capita/day,3221
Austria,Food supply (kcal/capita/day),1973,kcal/capita/day,3294
Austria,Food supply (kcal/capita/day),1978,kcal/capita/day,3213
Austria,Food supply (kcal/capita/day),1983,kcal/capita/day,3360
Austria,Food supply (kcal/capita/day),1988,kcal/capita/day,3422
Austria,Food supply (kcal/capita/day),1993,kcal/capita/day,3508
Austria,Food supply (kcal/capita/day),1998,kcal/capita/day,3608
Austria,Food supply (kcal/capita/day),2003,kcal/capita/day,3609
Austria,Food supply (kcal/capita/day),2008,kcal/capita/day,3717
Austria,Food supply (kcal/capita/day),2013,kcal/capita/day,3768
Austria,Protein supply quantity (g/capita/day),1963,g/capita/day,90.36
Austria,Protein supply quantity (g/capita/day),1968,g/capita/day,89.79
Austria,Protein supply quantity (g/capita/day),1973,g/capita/day,91.07
Austria,Protein supply quantity (g/capita/day),1978,g/capita/day,93.14
Austria,Protein supply quantity (g/capita/day),1983,g/capita/day,95.85
Austria,Protein supply quantity (g/capita/day),1988,g/capita/day,97.91
Austria,Protein supply quantity (g/capita/day),1993,g/capita/day,102.52
Austria,Protein supply quantity (g/capita/day),1998,g/capita/day,103.98
Austria,Protein supply quantity (g/capita/day),2003,g/capita/day,102.09
Austria,Protein supply quantity (g/capita/day),2008,g/capita/day,101.78
Austria,Protein supply quantity (g/capita/day),2013,g/capita/day,106.21
Austria,Fat supply quantity (g/capita/day),1963,g/capita/day,118.99
Austria,Fat supply quantity (g/capita/day),1968,g/capita/day,121.95
Austria,Fat supply quantity (g/capita/day),1973,g/capita/day,132.34
Austria,Fat supply quantity (g/capita/day),1978,g/capita/day,137.67
Austria,Fat supply quantity (g/capita/day),1983,g/capita/day,151.81
Austria,Fat supply quantity (g/capita/day),1988,g/capita/day,150.73
Austria,Fat supply quantity (g/capita/day),1993,g/capita/day,159.35
Austria,Fat supply quantity (g/capita/day),1998,g/capita/day,156.33
Austria,Fat supply quantity (g/capita/day),2003,g/capita/day,151.28
Austria,Fat supply quantity (g/capita/day),2008,g/capita/day,161.86
Austria,Fat supply quantity (g/capita/day),2013,g/capita/day,170.44
Azerbaijan,Food supply (kcal/capita/day),1993,kcal/capita/day,2235
Azerbaijan,Food supply (kcal/capita/day),1998,kcal/capita/day,2119
Azerbaijan,Food supply (kcal/capita/day),2003,kcal/capita/day,2554
Azerbaijan,Food supply (kcal/capita/day),2008,kcal/capita/day,3026
Azerbaijan,Food supply (kcal/capita/day),2013,kcal/capita/day,3118
Azerbaijan,Protein supply quantity (g/capita/day),1993,g/capita/day,67.43
Azerbaijan,Protein supply quantity (g/capita/day),1998,g/capita/day,63.33
Azerbaijan,Protein supply quantity (g/capita/day),2003,g/capita/day,73.1
Azerbaijan,Protein supply quantity (g/capita/day),2008,g/capita/day,89.07
Azerbaijan,Protein supply quantity (g/capita/day),2013,g/capita/day,93.15
Azerbaijan,Fat supply quantity (g/capita/day),1993,g/capita/day,36.1
Azerbaijan,Fat supply quantity (g/capita/day),1998,g/capita/day,34.3
Azerbaijan,Fat supply quantity (g/capita/day),2003,g/capita/day,46.38
Azerbaijan,Fat supply quantity (g/capita/day),2008,g/capita/day,49.39
Azerbaijan,Fat supply quantity (g/capita/day),2013,g/capita/day,59.27
Bahamas,Food supply (kcal/capita/day),1963,kcal/capita/day,2378
Bahamas,Food supply (kcal/capita/day),1968,kcal/capita/day,2551
Bahamas,Food supply (kcal/capita/day),1973,kcal/capita/day,2456
Bahamas,Food supply (kcal/capita/day),1978,kcal/capita/day,2177
Bahamas,Food supply (kcal/capita/day),1983,kcal/capita/day,2686
Bahamas,Food supply (kcal/capita/day),1988,kcal/capita/day,2788
Bahamas,Food supply (kcal/capita/day),1993,kcal/capita/day,2420
Bahamas,Food supply (kcal/capita/day),1998,kcal/capita/day,2601
Bahamas,Food supply (kcal/capita/day),2003,kcal/capita/day,2686
Bahamas,Food supply (kcal/capita/day),2008,kcal/capita/day,2585
Bahamas,Food supply (kcal/capita/day),2013,kcal/capita/day,2670
Bahamas,Protein supply quantity (g/capita/day),1963,g/capita/day,71.28
Bahamas,Protein supply quantity (g/capita/day),1968,g/capita/day,77.56
Bahamas,Protein supply quantity (g/capita/day),1973,g/capita/day,72.49
Bahamas,Protein supply quantity (g/capita/day),1978,g/capita/day,61.92
Bahamas,Protein supply quantity (g/capita/day),1983,g/capita/day,79
Bahamas,Protein supply quantity (g/capita/day),1988,g/capita/day,83.4
Bahamas,Protein supply quantity (g/capita/day),1993,g/capita/day,71.72
Bahamas,Protein supply quantity (g/capita/day),1998,g/capita/day,82.43
Bahamas,Protein supply quantity (g/capita/day),2003,g/capita/day,87
Bahamas,Protein supply quantity (g/capita/day),2008,g/capita/day,83.14
Bahamas,Protein supply quantity (g/capita/day),2013,g/capita/day,86.62
Bahamas,Fat supply quantity (g/capita/day),1963,g/capita/day,63.16
Bahamas,Fat supply quantity (g/capita/day),1968,g/capita/day,80.21
Bahamas,Fat supply quantity (g/capita/day),1973,g/capita/day,80.79
Bahamas,Fat supply quantity (g/capita/day),1978,g/capita/day,63.32
Bahamas,Fat supply quantity (g/capita/day),1983,g/capita/day,87.45
Bahamas,Fat supply quantity (g/capita/day),1988,g/capita/day,94.39
Bahamas,Fat supply quantity (g/capita/day),1993,g/capita/day,80.86
Bahamas,Fat supply quantity (g/capita/day),1998,g/capita/day,88.08
Bahamas,Fat supply quantity (g/capita/day),2003,g/capita/day,91.6
Bahamas,Fat supply quantity (g/capita/day),2008,g/capita/day,93.54
Bahamas,Fat supply quantity (g/capita/day),2013,g/capita/day,100.93
Bangladesh,Food supply (kcal/capita/day),1963,kcal/capita/day,2174
Bangladesh,Food supply (kcal/capita/day),1968,kcal/capita/day,2073
Bangladesh,Food supply (kcal/capita/day),1973,kcal/capita/day,1977
Bangladesh,Food supply (kcal/capita/day),1978,kcal/capita/day,2032
Bangladesh,Food supply (kcal/capita/day),1983,kcal/capita/day,2052
Bangladesh,Food supply (kcal/capita/day),1988,kcal/capita/day,2108
Bangladesh,Food supply (kcal/capita/day),1993,kcal/capita/day,2010
Bangladesh,Food supply (kcal/capita/day),1998,kcal/capita/day,2161
Bangladesh,Food supply (kcal/capita/day),2003,kcal/capita/day,2350
Bangladesh,Food supply (kcal/capita/day),2008,kcal/capita/day,2386
Bangladesh,Food supply (kcal/capita/day),2013,kcal/capita/day,2450
Bangladesh,Protein supply quantity (g/capita/day),1963,g/capita/day,45.81
Bangladesh,Protein supply quantity (g/capita/day),1968,g/capita/day,43.33
Bangladesh,Protein supply quantity (g/capita/day),1973,g/capita/day,45.44
Bangladesh,Protein supply quantity (g/capita/day),1978,g/capita/day,45.76
Bangladesh,Protein supply quantity (g/capita/day),1983,g/capita/day,44.64
Bangladesh,Protein supply quantity (g/capita/day),1988,g/capita/day,45.47
Bangladesh,Protein supply quantity (g/capita/day),1993,g/capita/day,42.92
Bangladesh,Protein supply quantity (g/capita/day),1998,g/capita/day,45.3
Bangladesh,Protein supply quantity (g/capita/day),2003,g/capita/day,51.21
Bangladesh,Protein supply quantity (g/capita/day),2008,g/capita/day,52.16
Bangladesh,Protein supply quantity (g/capita/day),2013,g/capita/day,55.84
Bangladesh,Fat supply quantity (g/capita/day),1963,g/capita/day,16.33
Bangladesh,Fat supply quantity (g/capita/day),1968,g/capita/day,14.99
Bangladesh,Fat supply quantity (g/capita/day),1973,g/capita/day,15.02
Bangladesh,Fat supply quantity (g/capita/day),1978,g/capita/day,15.01
Bangladesh,Fat supply quantity (g/capita/day),1983,g/capita/day,16.97
Bangladesh,Fat supply quantity (g/capita/day),1988,g/capita/day,20.08
Bangladesh,Fat supply quantity (g/capita/day),1993,g/capita/day,19.82
Bangladesh,Fat supply quantity (g/capita/day),1998,g/capita/day,31.05
Bangladesh,Fat supply quantity (g/capita/day),2003,g/capita/day,25.82
Bangladesh,Fat supply quantity (g/capita/day),2008,g/capita/day,27.64
Bangladesh,Fat supply quantity (g/capita/day),2013,g/capita/day,29.93
Barbados,Food supply (kcal/capita/day),1963,kcal/capita/day,2648
Barbados,Food supply (kcal/capita/day),1968,kcal/capita/day,2706
Barbados,Food supply (kcal/capita/day),1973,kcal/capita/day,2965
Barbados,Food supply (kcal/capita/day),1978,kcal/capita/day,2976
Barbados,Food supply (kcal/capita/day),1983,kcal/capita/day,2981
Barbados,Food supply (kcal/capita/day),1988,kcal/capita/day,3085
Barbados,Food supply (kcal/capita/day),1993,kcal/capita/day,2912
Barbados,Food supply (kcal/capita/day),1998,kcal/capita/day,2805
Barbados,Food supply (kcal/capita/day),2003,kcal/capita/day,2838
Barbados,Food supply (kcal/capita/day),2008,kcal/capita/day,2884
Barbados,Food supply (kcal/capita/day),2013,kcal/capita/day,2937
Barbados,Protein supply quantity (g/capita/day),1963,g/capita/day,65.53
Barbados,Protein supply quantity (g/capita/day),1968,g/capita/day,69.36
Barbados,Protein supply quantity (g/capita/day),1973,g/capita/day,77.28
Barbados,Protein supply quantity (g/capita/day),1978,g/capita/day,85.03
Barbados,Protein supply quantity (g/capita/day),1983,g/capita/day,89.88
Barbados,Protein supply quantity (g/capita/day),1988,g/capita/day,93.07
Barbados,Protein supply quantity (g/capita/day),1993,g/capita/day,81.95
Barbados,Protein supply quantity (g/capita/day),1998,g/capita/day,81.01
Barbados,Protein supply quantity (g/capita/day),2003,g/capita/day,85.74
Barbados,Protein supply quantity (g/capita/day),2008,g/capita/day,86.79
Barbados,Protein supply quantity (g/capita/day),2013,g/capita/day,88.24
Barbados,Fat supply quantity (g/capita/day),1963,g/capita/day,62.63
Barbados,Fat supply quantity (g/capita/day),1968,g/capita/day,69.77
Barbados,Fat supply quantity (g/capita/day),1973,g/capita/day,90.49
Barbados,Fat supply quantity (g/capita/day),1978,g/capita/day,88.76
Barbados,Fat supply quantity (g/capita/day),1983,g/capita/day,90.55
Barbados,Fat supply quantity (g/capita/day),1988,g/capita/day,100.09
Barbados,Fat supply quantity (g/capita/day),1993,g/capita/day,101.3
Barbados,Fat supply quantity (g/capita/day),1998,g/capita/day,96.23
Barbados,Fat supply quantity (g/capita/day),2003,g/capita/day,86.01
Barbados,Fat supply quantity (g/capita/day),2008,g/capita/day,91.35
Barbados,Fat supply quantity (g/capita/day),2013,g/capita/day,88.55
Belarus,Food supply (kcal/capita/day),1993,kcal/capita/day,3194
Belarus,Food supply (kcal/capita/day),1998,kcal/capita/day,3219
