Country,Item,Year,Value
Madagascar,Vegetables,1983,28.41
Madagascar,Vegetables,1988,26.3
Madagascar,Vegetables,1993,24.14
Madagascar,Vegetables,1998,21.05
Madagascar,Vegetables,2003,21.2
Madagascar,Vegetables,2008,12.52
Madagascar,Vegetables,2013,16.97
Malawi,Vegetables,1963,29.08
Malawi,Vegetables,1968,29.93
Malawi,Vegetables,1973,30.53
Malawi,Vegetables,1978,31.03
Malawi,Vegetables,1983,30.34
Malawi,Vegetables,1988,25.59
Malawi,Vegetables,1993,24.05
Malawi,Vegetables,1998,21.63
Malawi,Vegetables,2003,23.25
Malawi,Vegetables,2008,17.11
Malawi,Vegetables,2013,21.86
Malaysia,Vegetables,1963,19.63
Malaysia,Vegetables,1968,26.76
Malaysia,Vegetables,1973,22.39
Malaysia,Vegetables,1978,21.66
Malaysia,Vegetables,1983,24.16
Malaysia,Vegetables,1988,25.39
Malaysia,Vegetables,1993,29.29
Malaysia,Vegetables,1998,33.62
Malaysia,Vegetables,2003,36.57
Malaysia,Vegetables,2008,48.67
Malaysia,Vegetables,2013,70.43
Mali,Vegetables,1963,30.3
Mali,Vegetables,1968,34.47
Mali,Vegetables,1973,33.96
Mali,Vegetables,1978,41.17
Mali,Vegetables,1983,52.22
Mali,Vegetables,1988,56.25
Mali,Vegetables,1993,54.86
Mali,Vegetables,1998,57.06
Mali,Vegetables,2003,55.81
Mali,Vegetables,2008,34.66
Mali,Vegetables,2013,56.59
Malta,Vegetables,1963,84.07
Malta,Vegetables,1968,85.41
Malta,Vegetables,1973,106.35
Malta,Vegetables,1978,104.42
Malta,Vegetables,1983,124.92
Malta,Vegetables,1988,121.91
Malta,Vegetables,1993,129.04
Malta,Vegetables,1998,197.87
Malta,Vegetables,2003,185.12
Malta,Vegetables,2008,207.99
Malta,Vegetables,2013,202.42
Mauritania,Vegetables,1963,3.21
Mauritania,Vegetables,1968,3.12
Mauritania,Vegetables,1973,2.59
Mauritania,Vegetables,1978,5.85
Mauritania,Vegetables,1983,20
Mauritania,Vegetables,1988,10.45
Mauritania,Vegetables,1993,16.08
Mauritania,Vegetables,1998,9.75
Mauritania,Vegetables,2003,12.27
Mauritania,Vegetables,2008,27.42
Mauritania,Vegetables,2013,34.05
Mauritius,Vegetables,1963,37.81
Mauritius,Vegetables,1968,33.19
Mauritius,Vegetables,1973,23.97
Mauritius,Vegetables,1978,27.33
Mauritius,Vegetables,1983,30.04
Mauritius,Vegetables,1988,32.86
Mauritius,Vegetables,1993,56.92
Mauritius,Vegetables,1998,73.85
Mauritius,Vegetables,2003,80.37
Mauritius,Vegetables,2008,66.47
Mauritius,Vegetables,2013,71.88
Mexico,Vegetables,1963,27.78
Mexico,Vegetables,1968,26.51
Mexico,Vegetables,1973,33.38
Mexico,Vegetables,1978,39.67
Mexico,Vegetables,1983,44.88
Mexico,Vegetables,1988,48.66
Mexico,Vegetables,1993,47.42
Mexico,Vegetables,1998,57.78
Mexico,Vegetables,2003,66.74
Mexico,Vegetables,2008,62.03
Mexico,Vegetables,2013,55.87
Moldova,Vegetables,1993,106.21
Moldova,Vegetables,1998,108.6
Moldova,Vegetables,2003,98.77
Moldova,Vegetables,2008,115.65
Moldova,Vegetables,2013,89.67
Mongolia,Vegetables,1963,8.67
Mongolia,Vegetables,1968,7.29
Mongolia,Vegetables,1973,14.56
Mongolia,Vegetables,1978,11.56
Mongolia,Vegetables,1983,14.89
Mongolia,Vegetables,1988,19.11
Mongolia,Vegetables,1993,10.11
Mongolia,Vegetables,1998,19.8
Mongolia,Vegetables,2003,27.91
Mongolia,Vegetables,2008,38.45
Mongolia,Vegetables,2013,54.31
Montenegro,Vegetables,1963,73.8
Montenegro,Vegetables,1968,76.96
Montenegro,Vegetables,1973,102.38
Montenegro,Vegetables,1978,91.97
Montenegro,Vegetables,1983,92.03
Montenegro,Vegetables,1988,81.84
Montenegro,Vegetables,2008,243.95
Montenegro,Vegetables,2013,238.97
Morocco,Vegetables,1963,30.68
Morocco,Vegetables,1968,43.11
Morocco,Vegetables,1973,38.03
Morocco,Vegetables,1978,57.29
Morocco,Vegetables,1983,57.12
Morocco,Vegetables,1988,86.66
Morocco,Vegetables,1993,86.42
Morocco,Vegetables,1998,109.27
Morocco,Vegetables,2003,124.07
Morocco,Vegetables,2008,135.4
Morocco,Vegetables,2013,132.1
Mozambique,Vegetables,1963,16.9
Mozambique,Vegetables,1968,17.28
Mozambique,Vegetables,1973,16.76
Mozambique,Vegetables,1978,14.74
Mozambique,Vegetables,1983,13
Mozambique,Vegetables,1988,13.64
Mozambique,Vegetables,1993,8.97
Mozambique,Vegetables,1998,8.81
Mozambique,Vegetables,2003,9.14
Mozambique,Vegetables,2008,15.31
Mozambique,Vegetables,2013,18.59
Myanmar,Vegetables,1963,25.79
Myanmar,Vegetables,1968,27.98
Myanmar,Vegetables,1973,32.52
Myanmar,Vegetables,1978,33.3
Myanmar,Vegetables,1983,39.62
Myanmar,Vegetables,1988,48.84
Myanmar,Vegetables,1993,50.43
Myanmar,Vegetables,1998,55.87
Myanmar,Vegetables,2003,70.57
Myanmar,Vegetables,2008,78.97
Myanmar,Vegetables,2013,81.44
Namibia,Vegetables,1963,23.57
Namibia,Vegetables,1968,25
Namibia,Vegetables,1973,26.29
Namibia,Vegetables,1978,23.64
Namibia,Vegetables,1983,21.63
Namibia,Vegetables,1988,19.33
Namibia,Vegetables,1993,19.17
Namibia,Vegetables,1998,14.65
Namibia,Vegetables,2003,20.55
Namibia,Vegetables,2008,28.81
Namibia,Vegetables,2013,34.42
Nepal,Vegetables,1963,9.84
Nepal,Vegetables,1968,12.99
Nepal,Vegetables,1973,14.61
Nepal,Vegetables,1978,26.18
Nepal,Vegetables,1983,39.62
Nepal,Vegetables,1988,46.29
Nepal,Vegetables,1993,55.18
Nepal,Vegetables,1998,61.59
Nepal,Vegetables,2003,71.73
Nepal,Vegetables,2008,92.93
Nepal,Vegetables,2013,114.09
Netherlands,Vegetables,1963,81.47
Netherlands,Vegetables,1968,80.34
Netherlands,Vegetables,1973,84.47
Netherlands,Vegetables,1978,79.93
Netherlands,Vegetables,1983,70.97
Netherlands,Vegetables,1988,79.83
Netherlands,Vegetables,1993,79.84
Netherlands,Vegetables,1998,67.04
Netherlands,Vegetables,2003,80.44
Netherlands,Vegetables,2008,103.5
Netherlands,Vegetables,2013,86.26
Nicaragua,Vegetables,1963,12.58
Nicaragua,Vegetables,1968,13.56
Nicaragua,Vegetables,1973,14.82
Nicaragua,Vegetables,1978,14.53
Nicaragua,Vegetables,1983,10.25
Nicaragua,Vegetables,1988,8.35
Nicaragua,Vegetables,1993,10.11
Nicaragua,Vegetables,1998,7.51
Nicaragua,Vegetables,2003,6.79
Nicaragua,Vegetables,2008,10.02
Nicaragua,Vegetables,2013,14.29
Niger,Vegetables,1963,12.65
Niger,Vegetables,1968,15.13
Niger,Vegetables,1973,8.88
Niger,Vegetables,1978,18.56
Niger,Vegetables,1983,22.71
Niger,Vegetables,1988,18.28
Niger,Vegetables,1993,32.26
Niger,Vegetables,1998,44.85
Niger,Vegetables,2003,62.38
Niger,Vegetables,2008,55.82
Niger,Vegetables,2013,58.2
Nigeria,Vegetables,1963,48.34
Nigeria,Vegetables,1968,47.14
Nigeria,Vegetables,1973,46.72
Nigeria,Vegetables,1978,40.6
Nigeria,Vegetables,1983,37.35
Nigeria,Vegetables,1988,42.71
Nigeria,Vegetables,1993,49.63
Nigeria,Vegetables,1998,59.95
Nigeria,Vegetables,2003,62.57
Nigeria,Vegetables,2008,70.54
Nigeria,Vegetables,2013,63.55
Norway,Vegetables,1963,50.22
Norway,Vegetables,1968,47.06
Norway,Vegetables,1973,49.53
Norway,Vegetables,1978,54.39
Norway,Vegetables,1983,50.58
Norway,Vegetables,1988,63.2
Norway,Vegetables,1993,58.03
Norway,Vegetables,1998,59.34
Norway,Vegetables,2003,75.02
Norway,Vegetables,2008,81.66
Norway,Vegetables,2013,77.23
Oman,Vegetables,1993,128.62
Oman,Vegetables,1998,125.18
Oman,Vegetables,2003,124.49
Oman,Vegetables,2008,124.1
Oman,Vegetables,2013,103.79
Pakistan,Vegetables,1963,16.46
Pakistan,Vegetables,1968,30.23
Pakistan,Vegetables,1973,26.74
Pakistan,Vegetables,1978,21.97
Pakistan,Vegetables,1983,21.64
Pakistan,Vegetables,1988,26.27
Pakistan,Vegetables,1993,28.91
Pakistan,Vegetables,1998,31.84
Pakistan,Vegetables,2003,28.77
Pakistan,Vegetables,2008,32.81
Pakistan,Vegetables,2013,26.34
Panama,Vegetables,1963,22.98
Panama,Vegetables,1968,31.02
Panama,Vegetables,1973,25.05
Panama,Vegetables,1978,21.4
Panama,Vegetables,1983,25.51
Panama,Vegetables,1988,18.94
Panama,Vegetables,1993,26.07
Panama,Vegetables,1998,26.25
Panama,Vegetables,2003,28.21
Panama,Vegetables,2008,29.09
Panama,Vegetables,2013,29.03
Paraguay,Vegetables,1963,62.35
Paraguay,Vegetables,1968,59.33
Paraguay,Vegetables,1973,59.6
Paraguay,Vegetables,1978,63.32
Paraguay,Vegetables,1983,66.15
Paraguay,Vegetables,1988,58.56
Paraguay,Vegetables,1993,51.4
Paraguay,Vegetables,1998,53.83
Paraguay,Vegetables,2003,52.48
Paraguay,Vegetables,2008,46.81
Paraguay,Vegetables,2013,43.52
Peru,Vegetables,1963,40.95
Peru,Vegetables,1968,41.86
Peru,Vegetables,1973,43.22
Peru,Vegetables,1978,38.08
Peru,Vegetables,1983,26.42
Peru,Vegetables,1988,29.45
Peru,Vegetables,1993,29.02
Peru,Vegetables,1998,40.97
Peru,Vegetables,2003,46.35
Peru,Vegetables,2008,64.01
Peru,Vegetables,2013,66.15
Philippines,Vegetables,1963,65.05
Philippines,Vegetables,1968,64.84
Philippines,Vegetables,1973,67.8
Philippines,Vegetables,1978,70.41
Philippines,Vegetables,1983,65.28
Philippines,Vegetables,1988,65.75
Philippines,Vegetables,1993,66.89
Philippines,Vegetables,1998,62.06
Philippines,Vegetables,2003,63.62
Philippines,Vegetables,2008,65.11
Philippines,Vegetables,2013,63.67
Poland,Vegetables,1963,100.85
Poland,Vegetables,1968,94.15
Poland,Vegetables,1973,104.96
Poland,Vegetables,1978,109.38
Poland,Vegetables,1983,104.98
Poland,Vegetables,1988,119.13
Poland,Vegetables,1993,131.86
Poland,Vegetables,1998,135.9
Poland,Vegetables,2003,122.79
Poland,Vegetables,2008,113.11
Poland,Vegetables,2013,107.73
Portugal,Vegetables,1963,103.08
Portugal,Vegetables,1968,133.08
Portugal,Vegetables,1973,127.4
Portugal,Vegetables,1978,134.32
Portugal,Vegetables,1983,121.28
Portugal,Vegetables,1988,135.68
Portugal,Vegetables,1993,154.12
Portugal,Vegetables,1998,207.25
Portugal,Vegetables,2003,156.39
Portugal,Vegetables,2008,164.4
Portugal,Vegetables,2013,152.06
Romania,Vegetables,1963,87.85
Romania,Vegetables,1968,100.16
Romania,Vegetables,1973,110.71
Romania,Vegetables,1978,147.73
Romania,Vegetables,1983,178.15
Romania,Vegetables,1988,154.53
Romania,Vegetables,1993,131.63
Romania,Vegetables,1998,146.13
Romania,Vegetables,2003,191.99
Romania,Vegetables,2008,177.94
Romania,Vegetables,2013,179.19
Russia,Vegetables,1993,72.45
Russia,Vegetables,1998,79.36
Russia,Vegetables,2003,96.4
Russia,Vegetables,2008,103.75
Russia,Vegetables,2013,113.54
Rwanda,Vegetables,1963,29.59
Rwanda,Vegetables,1968,29.97
Rwanda,Vegetables,1973,29.71
Rwanda,Vegetables,1978,29.96
Rwanda,Vegetables,1983,26.42
Rwanda,Vegetables,1988,15.96
Rwanda,Vegetables,1993,26.37
Rwanda,Vegetables,1998,21.94
Rwanda,Vegetables,2003,33.53
Rwanda,Vegetables,2008,34.44
Rwanda,Vegetables,2013,55.69
Senegal,Vegetables,1963,21.48
Senegal,Vegetables,1968,18.1
Senegal,Vegetables,1973,18.44
Senegal,Vegetables,1978,18.27
Senegal,Vegetables,1983,16.93
Senegal,Vegetables,1988,23.02
Senegal,Vegetables,1993,27.15
Senegal,Vegetables,1998,46.92
Senegal,Vegetables,2003,61.87
Senegal,Vegetables,2008,62.33
Senegal,Vegetables,2013,54.39
Serbia,Vegetables,1963,73.8
Serbia,Vegetables,1968,76.96
Serbia,Vegetables,1973,102.38
Serbia,Vegetables,1978,91.97
Serbia,Vegetables,1983,92.03
Serbia,Vegetables,1988,81.84
Serbia,Vegetables,2008,119.3
Serbia,Vegetables,2013,106.93
Slovakia,Vegetables,1963,87.96
Slovakia,Vegetables,1968,88
Slovakia,Vegetables,1973,72.72
Slovakia,Vegetables,1978,69.67
Slovakia,Vegetables,1983,78.32
Slovakia,Vegetables,1988,89.47
Slovakia,Vegetables,1993,74.49
Slovakia,Vegetables,1998,91.98
Slovakia,Vegetables,2003,73.33
Slovakia,Vegetables,2008,97.79
Slovakia,Vegetables,2013,60.46
Slovenia,Vegetables,1993,63.41
Slovenia,Vegetables,1998,65.3
Slovenia,Vegetables,2003,77.24
Slovenia,Vegetables,2008,84.92
Slovenia,Vegetables,2013,80.34
Slovenia,Vegetables,1963,73.8
Slovenia,Vegetables,1968,76.96
Slovenia,Vegetables,1973,102.38
Slovenia,Vegetables,1978,91.97
Slovenia,Vegetables,1983,92.03
Slovenia,Vegetables,1988,81.84
Spain,Vegetables,1963,162.06
Spain,Vegetables,1968,148.33
Spain,Vegetables,1973,166.59
Spain,Vegetables,1978,174.39
Spain,Vegetables,1983,160.15
Spain,Vegetables,1988,185.93
Spain,Vegetables,1993,162.62
Spain,Vegetables,1998,159.45
Spain,Vegetables,2003,155.06
Spain,Vegetables,2008,145.37
Spain,Vegetables,2013,119.15
Sudan,Vegetables,2013,83.83
Sudan,Vegetables,1963,37.22
Sudan,Vegetables,1968,36.19
Sudan,Vegetables,1973,37.92
Sudan,Vegetables,1978,34.6
Sudan,Vegetables,1983,35.08
Sudan,Vegetables,1988,35.93
Sudan,Vegetables,1993,42.12
Sudan,Vegetables,1998,50.63
Sudan,Vegetables,2003,71.12
Sudan,Vegetables,2008,65.36
Suriname,Vegetables,1963,17.54
Suriname,Vegetables,1968,20.63
Suriname,Vegetables,1973,15.38
Suriname,Vegetables,1978,16.27
Suriname,Vegetables,1983,19.63
Suriname,Vegetables,1988,45.36
Suriname,Vegetables,1993,90.59
Suriname,Vegetables,1998,55.76
Suriname,Vegetables,2003,56.05
Suriname,Vegetables,2008,45.9
Suriname,Vegetables,2013,57.24
Swaziland,Vegetables,1963,16.36
Swaziland,Vegetables,1968,17.91
Swaziland,Vegetables,1973,18.48
Swaziland,Vegetables,1978,18.22
Swaziland,Vegetables,1983,20.93
Swaziland,Vegetables,1988,26.75
Swaziland,Vegetables,1993,26.57
Swaziland,Vegetables,1998,20.48
Swaziland,Vegetables,2003,23.21
Swaziland,Vegetables,2008,16.07
Swaziland,Vegetables,2013,20.99
Sweden,Vegetables,1963,35.29
Sweden,Vegetables,1968,33.44
Sweden,Vegetables,1973,37
Sweden,Vegetables,1978,44.28
Sweden,Vegetables,1983,49.61
Sweden,Vegetables,1988,63.86
Sweden,Vegetables,1993,66.13
Sweden,Vegetables,1998,72.53
Sweden,Vegetables,2003,78.64
Sweden,Vegetables,2008,88.83
Sweden,Vegetables,2013,94.35
Switzerland,Vegetables,1963,77.35
Switzerland,Vegetables,1968,76.32
Switzerland,Vegetables,1973,83.92
Switzerland,Vegetables,1978,96.14
Switzerland,Vegetables,1983,93.41
Switzerland,Vegetables,1988,94.76
Switzerland,Vegetables,1993,90.07
Switzerland,Vegetables,1998,96.29
Switzerland,Vegetables,2003,95.08
Switzerland,Vegetables,2008,95.38
Switzerland,Vegetables,2013,108.7
Taiwan,Vegetables,1963,64.27
Taiwan,Vegetables,1968,60.14
Taiwan,Vegetables,1973,89.96
Taiwan,Vegetables,1978,115.87
Taiwan,Vegetables,1983,122.46
Taiwan,Vegetables,1988,123.56
Taiwan,Vegetables,1993,116.95
Taiwan,Vegetables,1998,124.07
Taiwan,Vegetables,2003,128.65
Taiwan,Vegetables,2008,109.4
Taiwan,Vegetables,2013,111.36
Tajikistan,Vegetables,1993,118.4
Tajikistan,Vegetables,1998,60.36
Tajikistan,Vegetables,2003,91.53
Tajikistan,Vegetables,2008,119.39
Tajikistan,Vegetables,2013,170.99
Thailand,Vegetables,1963,46.45
Thailand,Vegetables,1968,49.76
Thailand,Vegetables,1973,54.53
Thailand,Vegetables,1978,47.08
Thailand,Vegetables,1983,44.85
Thailand,Vegetables,1988,38.81
Thailand,Vegetables,1993,40.87
Thailand,Vegetables,1998,43.6
Thailand,Vegetables,2003,47.02
Thailand,Vegetables,2008,49.32
Thailand,Vegetables,2013,51.56
Timor-Leste,Vegetables,1963,30.71
Timor-Leste,Vegetables,1968,32.81
Timor-Leste,Vegetables,1973,32.35
Timor-Leste,Vegetables,1978,34.13
Timor-Leste,Vegetables,1983,36.33
Timor-Leste,Vegetables,1988,30.63
Timor-Leste,Vegetables,1993,26.12
Timor-Leste,Vegetables,1998,26.26
Timor-Leste,Vegetables,2003,26.61
Timor-Leste,Vegetables,2008,25.93
Timor-Leste,Vegetables,2013,33.38
Togo,Vegetables,1963,23.22
Togo,Vegetables,1968,23.57
Togo,Vegetables,1973,21.94
Togo,Vegetables,1978,22.64
Togo,Vegetables,1983,24.84
Togo,Vegetables,1988,35.45
Togo,Vegetables,1993,50.31
Togo,Vegetables,1998,28.39
Togo,Vegetables,2003,30.02
Togo,Vegetables,2008,29.21
Togo,Vegetables,2013,27.77
Tunisia,Vegetables,1963,78.66
Tunisia,Vegetables,1968,83.33
Tunisia,Vegetables,1973,120.14
Tunisia,Vegetables,1978,141.75
Tunisia,Vegetables,1983,153.34
Tunisia,Vegetables,1988,132.47
Tunisia,Vegetables,1993,144.33
Tunisia,Vegetables,1998,172.08
Tunisia,Vegetables,2003,197.09
Tunisia,Vegetables,2008,213.56
Tunisia,Vegetables,2013,251.28
Turkey,Vegetables,1963,153.34
Turkey,Vegetables,1968,153.48
Turkey,Vegetables,1973,152.51
Turkey,Vegetables,1978,185.95
Turkey,Vegetables,1983,180.78
Turkey,Vegetables,1988,198.56
Turkey,Vegetables,1993,208.41
Turkey,Vegetables,1998,244.39
Turkey,Vegetables,2003,249.67
Turkey,Vegetables,2008,244.21
Turkey,Vegetables,2013,241.25
Turkmenistan,Vegetables,1993,94.72
Turkmenistan,Vegetables,1998,87.62
Turkmenistan,Vegetables,2003,132.12
Turkmenistan,Vegetables,2008,150.61
Turkmenistan,Vegetables,2013,149.74
Uganda,Vegetables,1963,22.53
Uganda,Vegetables,1968,20.56
Uganda,Vegetables,1973,20.95
Uganda,Vegetables,1978,20.62
Uganda,Vegetables,1983,21.52
Uganda,Vegetables,1988,21.53
Uganda,Vegetables,1993,20.87
Uganda,Vegetables,1998,20.02
Uganda,Vegetables,2003,23.95
Uganda,Vegetables,2008,24.76
Uganda,Vegetables,2013,27.14
Ukraine,Vegetables,1993,90.06
Ukraine,Vegetables,1998,94.77
Ukraine,Vegetables,2003,115.16
Ukraine,Vegetables,2008,131.34
Ukraine,Vegetables,2013,163.78
Uruguay,Vegetables,1963,35.16
Uruguay,Vegetables,1968,32.42
Uruguay,Vegetables,1973,38.88
Uruguay,Vegetables,1978,44.76
Uruguay,Vegetables,1983,40.48
Uruguay,Vegetables,1988,34.64
Uruguay,Vegetables,1993,45.28
Uruguay,Vegetables,1998,58.12
Uruguay,Vegetables,2003,57.76
Uruguay,Vegetables,2008,56.28
Uruguay,Vegetables,2013,59.73
Uzbekistan,Vegetables,1993,132.8
Uzbekistan,Vegetables,1998,102.1
Uzbekistan,Vegetables,2003,131.7
Uzbekistan,Vegetables,2008,192.35
Uzbekistan,Vegetables,2013,279.31
Vanuatu,Vegetables,1963,48.24
Vanuatu,Vegetables,1968,51.78
Vanuatu,Vegetables,1973,55.43
Vanuatu,Vegetables,1978,51.19
Vanuatu,Vegetables,1983,54.78
Vanuatu,Vegetables,1988,53.64
Vanuatu,Vegetables,1993,67.68
Vanuatu,Vegetables,1998,55.3
Vanuatu,Vegetables,2003,53.65
Vanuatu,Vegetables,2008,50.96
Vanuatu,Vegetables,2013,51.88
Vietnam,Vegetables,1963,46.92
Vietnam,Vegetables,1968,44.99
Vietnam,Vegetables,1973,41.09
Vietnam,Vegetables,1978,40.81
Vietnam,Vegetables,1983,43.61
Vietnam,Vegetables,1988,41.48
Vietnam,Vegetables,1993,44.88
Vietnam,Vegetables,1998,64.19
Vietnam,Vegetables,2003,82.59
Vietnam,Vegetables,2008,80.58
Vietnam,Vegetables,2013,147.47
Yemen,Vegetables,1963,18.3
Yemen,Vegetables,1968,20.08
Yemen,Vegetables,1973,34.46
Yemen,Vegetables,1978,47.73
Yemen,Vegetables,1983,42.58
Yemen,Vegetables,1988,45.84
Yemen,Vegetables,1993,37.84
Yemen,Vegetables,1998,35.81
Yemen,Vegetables,2003,35.17
Yemen,Vegetables,2008,35.24
Yemen,Vegetables,2013,31.14
Zambia,Vegetables,1963,32.9
Zambia,Vegetables,1968,32.82
Zambia,Vegetables,1973,31.76
Zambia,Vegetables,1978,31.93
Zambia,Vegetables,1983,31.82
Zambia,Vegetables,1988,31.29
Zambia,Vegetables,1993,29.32
Zambia,Vegetables,1998,23.34
Zambia,Vegetables,2003,24.03
Zambia,Vegetables,2008,26.74
Zambia,Vegetables,2013,25.76
Zimbabwe,Vegetables,1963,18.61
Zimbabwe,Vegetables,1968,18.36
Zimbabwe,Vegetables,1973,18.35
Zimbabwe,Vegetables,1978,17.69
Zimbabwe,Vegetables,1983,15.32
Zimbabwe,Vegetables,1988,13.38
Zimbabwe,Vegetables,1993,11.42
Zimbabwe,Vegetables,1998,10.27
Zimbabwe,Vegetables,2003,12.1
Zimbabwe,Vegetables,2008,10.7
Zimbabwe,Vegetables,2013,16.04
