,Country,Item,Value,medianValues,Mean.BMI,Total.population
742,Guinea,Milk - Excluding Butter,20.62,16.9811320755,22.8103887918,10753680
743,Guyana,Alcoholic Beverages,36.33,49.3670886076,26.2241861504,759262
744,Guyana,Sugar & Sweeteners,43.22,75.4716981132,26.2241861504,759262
745,Guyana,Coffee and products,1.36,49.6855345912,26.2241861504,759262
746,Guyana,Starchy Roots,33.73,31.4465408805,26.2241861504,759262
747,Guyana,Meat,43.79,48.427672956,26.2241861504,759262
748,Guyana,Cereals - Excluding Beer,140.57,59.1194968553,26.2241861504,759262
749,Guyana,"Fish, Seafood",29.54,83.6477987421,26.2241861504,759262
750,Guyana,Eggs,0.79,8.1761006289,26.2241861504,759262
751,Guyana,Pulses,5.84,57.5949367089,26.2241861504,759262
752,Guyana,Milk - Excluding Butter,141.68,64.1509433962,26.2241861504,759262
753,Guyana,Tea (including mate),0.33,46.2025316456,26.2241861504,759262
754,Guyana,Fruits - Excluding Wine,56.7,55.3459119497,26.2241861504,759262
755,Guyana,Vegetables,85.24,55.3459119497,26.2241861504,759262
756,Guyana,Animal fats,0.58,20.1257861635,26.2241861504,759262
757,Haiti,Fruits - Excluding Wine,66,5.6603773585,25.139606012,10388424
758,Haiti,Cereals - Excluding Beer,86.01,5.6603773585,25.139606012,10388424
759,Haiti,Starchy Roots,115.94,81.7610062893,25.139606012,10388424
760,Haiti,Sugar & Sweeteners,16.71,25.1572327044,25.139606012,10388424
761,Haiti,Pulses,20.15,94.9367088608,25.139606012,10388424
762,Haiti,Alcoholic Beverages,8.94,23.417721519,25.139606012,10388424
763,Haiti,Animal fats,0.37,10.0628930818,25.139606012,10388424
764,Haiti,Coffee and products,1.65,54.0880503145,25.139606012,10388424
765,Haiti,Tea (including mate),0,1.2658227848,25.139606012,10388424
766,Haiti,Milk - Excluding Butter,18.98,15.7232704403,25.139606012,10388424
767,Haiti,Meat,17.99,21.3836477987,25.139606012,10388424
768,Haiti,"Fish, Seafood",4.84,21.3836477987,25.139606012,10388424
769,Haiti,Eggs,0.51,4.4025157233,25.139606012,10388424
770,Haiti,Vegetables,19.04,6.9182389937,25.139606012,10388424
771,Honduras,Animal fats,2.2,47.1698113208,26.5673419609,8071522
772,Honduras,Fruits - Excluding Wine,86.41,20.1257861635,26.5673419609,8071522
773,Honduras,Vegetables,46.4,28.3018867925,26.5673419609,8071522
774,Honduras,Sugar & Sweeteners,47.95,86.7924528302,26.5673419609,8071522
775,Honduras,Cereals - Excluding Beer,133.65,48.427672956,26.5673419609,8071522
776,Honduras,Starchy Roots,8.42,2.5157232704,26.5673419609,8071522
777,Honduras,Meat,34,39.6226415094,26.5673419609,8071522
778,Honduras,Tea (including mate),0.04,12.6582278481,26.5673419609,8071522
779,Honduras,"Fish, Seafood",3.98,15.7232704403,26.5673419609,8071522
780,Honduras,Coffee and products,2.59,64.1509433962,26.5673419609,8071522
781,Honduras,Eggs,5.19,44.0251572327,26.5673419609,8071522
782,Honduras,Milk - Excluding Butter,91.33,47.7987421384,26.5673419609,8071522
783,Honduras,Alcoholic Beverages,19.47,36.0759493671,26.5673419609,8071522
784,Honduras,Pulses,12.06,82.2784810127,26.5673419609,8071522
785,Hungary,Cereals - Excluding Beer,114.66,26.4150943396,27.2383742075,9933795
786,Hungary,Coffee and products,0.13,16.9811320755,27.2383742075,9933795
787,Hungary,Pulses,3.14,36.7088607595,27.2383742075,9933795
788,Hungary,Sugar & Sweeteners,34.69,55.3459119497,27.2383742075,9933795
789,Hungary,"Fish, Seafood",5.09,23.2704402516,27.2383742075,9933795
790,Hungary,Vegetables,78.85,52.2012578616,27.2383742075,9933795
791,Hungary,Fruits - Excluding Wine,58.38,52.2012578616,27.2383742075,9933795
792,Hungary,Meat,65.04,68.5534591195,27.2383742075,9933795
793,Hungary,Eggs,12.45,81.1320754717,27.2383742075,9933795
794,Hungary,Milk - Excluding Butter,159.05,72.3270440252,27.2383742075,9933795
795,Hungary,Alcoholic Beverages,94.69,88.6075949367,27.2383742075,9933795
796,Hungary,Animal fats,20.11,97.4842767296,27.2383742075,9933795
797,Hungary,Starchy Roots,46.45,41.5094339623,27.2383742075,9933795
798,Hungary,Tea (including mate),0.06,15.8227848101,27.2383742075,9933795
799,Iceland,Cereals - Excluding Beer,82.53,4.4025157233,26.2788341293,331996
800,Iceland,Animal fats,15.63,93.7106918239,26.2788341293,331996
801,Iceland,Alcoholic Beverages,86.28,84.1772151899,26.2788341293,331996
802,Iceland,"Fish, Seafood",91.92,100,26.2788341293,331996
803,Iceland,Vegetables,70.11,48.427672956,26.2788341293,331996
804,Iceland,Meat,93.33,93.7106918239,26.2788341293,331996
805,Iceland,Starchy Roots,33.38,30.8176100629,26.2788341293,331996
806,Iceland,Sugar & Sweeteners,48.17,88.0503144654,26.2788341293,331996
807,Iceland,Fruits - Excluding Wine,133.1,42.7672955975,26.2788341293,331996
808,Iceland,Coffee and products,8.76,95.5974842767,26.2788341293,331996
809,Iceland,Milk - Excluding Butter,225.82,84.2767295597,26.2788341293,331996
810,Iceland,Pulses,0.77,7.5949367089,26.2788341293,331996
811,Iceland,Tea (including mate),0.28,41.7721518987,26.2788341293,331996
812,Iceland,Eggs,8.24,58.4905660377,26.2788341293,331996
813,India,Pulses,14.4,87.9746835443,21.6863803202,1275137828
814,India,Fruits - Excluding Wine,56.35,59.1194968553,21.6863803202,1275137828
815,India,Tea (including mate),0.77,73.417721519,21.6863803202,1275137828
816,India,Alcoholic Beverages,2.02,10.1265822785,21.6863803202,1275137828
817,India,Sugar & Sweeteners,23.43,33.9622641509,21.6863803202,1275137828
818,India,Meat,3.69,0.6289308176,21.6863803202,1275137828
819,India,Milk - Excluding Butter,84.5,45.9119496855,21.6863803202,1275137828
820,India,Coffee and products,0,3.7735849057,21.6863803202,1275137828
821,India,Animal fats,3.07,60.3773584906,21.6863803202,1275137828
822,India,Vegetables,88.71,56.6037735849,21.6863803202,1275137828
823,India,Starchy Roots,30.79,26.4150943396,21.6863803202,1275137828
824,India,"Fish, Seafood",5.04,22.641509434,21.6863803202,1275137828
825,India,Eggs,2.58,30.1886792453,21.6863803202,1275137828
826,India,Cereals - Excluding Beer,148.45,66.0377358491,21.6863803202,1275137828
827,Indonesia,Animal fats,0.51,16.9811320755,22.9309631629,247188189
828,Indonesia,Starchy Roots,60.2,60.3773584906,22.9309631629,247188189
829,Indonesia,Pulses,1.11,11.3924050633,22.9309631629,247188189
830,Indonesia,Sugar & Sweeteners,16.98,26.4150943396,22.9309631629,247188189
831,Indonesia,Fruits - Excluding Wine,58.38,16.3522012579,22.9309631629,247188189
832,Indonesia,"Fish, Seafood",28.17,83.0188679245,22.9309631629,247188189
833,Indonesia,Vegetables,40.35,22.0125786164,22.9309631629,247188189
834,Indonesia,Eggs,4.88,42.1383647799,22.9309631629,247188189
835,Indonesia,Coffee and products,0.2,22.0125786164,22.9309631629,247188189
836,Indonesia,Tea (including mate),0.38,50,22.9309631629,247188189
837,Indonesia,Cereals - Excluding Beer,195.48,92.4528301887,22.9309631629,247188189
838,Indonesia,Milk - Excluding Butter,14.82,12.5786163522,22.9309631629,247188189
839,Indonesia,Alcoholic Beverages,1.2,6.9620253165,22.9309631629,247188189
840,Indonesia,Meat,13.55,13.8364779874,22.9309631629,247188189
841,Iran,Animal fats,2.9,56.6037735849,26.1530097824,76407013
842,Iran,Starchy Roots,50.64,44.0251572327,26.1530097824,76407013
843,Iran,Sugar & Sweeteners,29.11,46.5408805031,26.1530097824,76407013
844,Iran,Alcoholic Beverages,0.01,1.8987341772,26.1530097824,76407013
845,Iran,Pulses,10.17,76.582278481,26.1530097824,76407013
846,Iran,Meat,32.88,38.9937106918,26.1530097824,76407013
847,Iran,Cereals - Excluding Beer,186.12,90.5660377358,26.1530097824,76407013
848,Iran,Milk - Excluding Butter,46.69,32.7044025157,26.1530097824,76407013
849,Iran,Fruits - Excluding Wine,133.15,98.1132075472,26.1530097824,76407013
850,Iran,"Fish, Seafood",9.97,42.1383647799,26.1530097824,76407013
851,Iran,Coffee and products,0.18,20.7547169811,26.1530097824,76407013
852,Iran,Eggs,7.7,53.4591194969,26.1530097824,76407013
853,Iran,Vegetables,253.37,98.1132075472,26.1530097824,76407013
854,Iran,Tea (including mate),2.94,96.835443038,26.1530097824,76407013
855,Iraq,Milk - Excluding Butter,22.18,18.8679245283,28.5702903593,34776205
856,Iraq,Animal fats,0.35,8.8050314465,28.5702903593,34776205
857,Iraq,Coffee and products,0.2,22.0125786164,28.5702903593,34776205
858,Iraq,Alcoholic Beverages,1.87,8.8607594937,28.5702903593,34776205
859,Iraq,Sugar & Sweeteners,19.25,30.8176100629,28.5702903593,34776205
860,Iraq,Cereals - Excluding Beer,181.9,89.3081761006,28.5702903593,34776205
861,Iraq,Pulses,2.88,33.5443037975,28.5702903593,34776205
862,Iraq,Tea (including mate),0.82,75.3164556962,28.5702903593,34776205
863,Iraq,Meat,19.67,23.2704402516,28.5702903593,34776205
864,Iraq,"Fish, Seafood",3.29,11.9496855346,28.5702903593,34776205
865,Iraq,Eggs,9.83,69.1823899371,28.5702903593,34776205
866,Iraq,Starchy Roots,17.85,10.6918238994,28.5702903593,34776205
867,Iraq,Fruits - Excluding Wine,45.98,77.358490566,28.5702903593,34776205
868,Iraq,Vegetables,114.75,74.8427672956,28.5702903593,34776205
869,Ireland,Coffee and products,2.75,66.0377358491,27.4873643558,4631391
870,Ireland,Tea (including mate),1.53,87.9746835443,27.4873643558,4631391
871,Ireland,Animal fats,12.65,88.679245283,27.4873643558,4631391
872,Ireland,Milk - Excluding Butter,291.86,95.5974842767,27.4873643558,4631391
873,Ireland,Pulses,3.29,39.2405063291,27.4873643558,4631391
874,Ireland,Alcoholic Beverages,177.5,99.3670886076,27.4873643558,4631391
875,Ireland,Sugar & Sweeteners,45.99,81.7610062893,27.4873643558,4631391
876,Ireland,Vegetables,93.91,59.748427673,27.4873643558,4631391
877,Ireland,"Fish, Seafood",21.99,66.6666666667,27.4873643558,4631391
878,Ireland,Eggs,8.96,63.5220125786,27.4873643558,4631391
879,Ireland,Cereals - Excluding Beer,125.91,38.3647798742,27.4873643558,4631391
880,Ireland,Meat,86.69,89.3081761006,27.4873643558,4631391
881,Ireland,Fruits - Excluding Wine,158.56,63.5220125786,27.4873643558,4631391
882,Ireland,Starchy Roots,94.06,76.1006289308,27.4873643558,4631391
883,Israel,Tea (including mate),0.2,34.1772151899,27.3010063646,7818860
884,Israel,Animal fats,1.62,42.7672955975,27.3010063646,7818860
885,Israel,"Fish, Seafood",23.23,72.3270440252,27.3010063646,7818860
886,Israel,Meat,95.15,94.9685534591,27.3010063646,7818860
887,Israel,Fruits - Excluding Wine,118.83,94.9685534591,27.3010063646,7818860
888,Israel,Coffee and products,4.48,77.358490566,27.3010063646,7818860
889,Israel,Cereals - Excluding Beer,144.5,61.6352201258,27.3010063646,7818860
890,Israel,Starchy Roots,41.62,36.4779874214,27.3010063646,7818860
891,Israel,Sugar & Sweeteners,27.8,41.5094339623,27.3010063646,7818860
892,Israel,Alcoholic Beverages,22,37.9746835443,27.3010063646,7818860
893,Israel,Vegetables,174.25,88.0503144654,27.3010063646,7818860
894,Israel,Milk - Excluding Butter,193.6,78.6163522013,27.3010063646,7818860
895,Israel,Eggs,11.35,74.8427672956,27.3010063646,7818860
896,Israel,Pulses,10.13,75.3164556962,27.3010063646,7818860
897,Italy,Meat,84.04,85.534591195,25.8101306177,61087395
898,Italy,Sugar & Sweeteners,32.12,53.4591194969,25.8101306177,61087395
899,Italy,Coffee and products,5.58,85.534591195,25.8101306177,61087395
900,Italy,Pulses,5.6,55.0632911392,25.8101306177,61087395
901,Italy,Milk - Excluding Butter,246.88,89.3081761006,25.8101306177,61087395
902,Italy,Cereals - Excluding Beer,158.17,76.1006289308,25.8101306177,61087395
903,Italy,Starchy Roots,38.43,32.7044025157,25.8101306177,61087395
904,Italy,"Fish, Seafood",25.08,78.6163522013,25.8101306177,61087395
905,Italy,Fruits - Excluding Wine,139.79,86.1635220126,25.8101306177,61087395
906,Italy,Animal fats,11.55,86.7924528302,25.8101306177,61087395
907,Italy,Vegetables,128.87,78.6163522013,25.8101306177,61087395
908,Italy,Eggs,13.34,88.0503144654,25.8101306177,61087395
909,Italy,Alcoholic Beverages,59.21,65.1898734177,25.8101306177,61087395
910,Italy,Tea (including mate),0.14,29.1139240506,25.8101306177,61087395
911,Jamaica,Milk - Excluding Butter,91.13,47.1698113208,27.4897490335,2771179
912,Jamaica,Sugar & Sweeteners,49.12,91.8238993711,27.4897490335,2771179
913,Jamaica,Starchy Roots,77.95,69.8113207547,27.4897490335,2771179
914,Jamaica,Cereals - Excluding Beer,103.43,15.7232704403,27.4897490335,2771179
915,Jamaica,Tea (including mate),0.04,12.6582278481,27.4897490335,2771179
916,Jamaica,"Fish, Seafood",24,75.4716981132,27.4897490335,2771179
917,Jamaica,Coffee and products,2.64,64.7798742138,27.4897490335,2771179
918,Jamaica,Vegetables,101.45,62.893081761,27.4897490335,2771179
919,Jamaica,Fruits - Excluding Wine,104.77,66.0377358491,27.4897490335,2771179
920,Jamaica,Animal fats,3.28,61.6352201258,27.4897490335,2771179
921,Jamaica,Pulses,3.28,38.6075949367,27.4897490335,2771179
922,Jamaica,Meat,61.76,64.1509433962,27.4897490335,2771179
923,Jamaica,Eggs,2.27,29.5597484277,27.4897490335,2771179
924,Jamaica,Alcoholic Beverages,34.95,48.1012658228,27.4897490335,2771179
925,Japan,Sugar & Sweeteners,27.08,38.9937106918,22.7555515185,126345235
926,Japan,Fruits - Excluding Wine,52.85,66.0377358491,22.7555515185,126345235
927,Japan,Starchy Roots,30.79,26.4150943396,22.7555515185,126345235
928,Japan,Coffee and products,3.89,72.9559748428,22.7555515185,126345235
929,Japan,Pulses,1.55,18.9873417722,22.7555515185,126345235
930,Japan,Vegetables,102.29,63.5220125786,22.7555515185,126345235
931,Japan,Meat,49.45,51.572327044,22.7555515185,126345235
932,Japan,Eggs,19.15,100,22.7555515185,126345235
933,Japan,Milk - Excluding Butter,72.06,41.5094339623,22.7555515185,126345235
934,Japan,Alcoholic Beverages,46.6,59.4936708861,22.7555515185,126345235
935,Japan,Animal fats,1.35,36.4779874214,22.7555515185,126345235
936,Japan,Tea (including mate),0.95,78.4810126582,22.7555515185,126345235
937,Japan,"Fish, Seafood",48.6,96.2264150943,22.7555515185,126345235
938,Japan,Cereals - Excluding Beer,113.44,25.1572327044,22.7555515185,126345235
939,Jordan,Milk - Excluding Butter,77.68,44.0251572327,29.0604640968,6572903
940,Jordan,Pulses,8.01,66.4556962025,29.0604640968,6572903
941,Jordan,Tea (including mate),0.76,72.7848101266,29.0604640968,6572903
942,Jordan,"Fish, Seafood",5.28,23.8993710692,29.0604640968,6572903
943,Jordan,Meat,44.79,49.0566037736,29.0604640968,6572903
944,Jordan,Cereals - Excluding Beer,159.6,77.9874213836,29.0604640968,6572903
945,Jordan,Vegetables,116.53,76.1006289308,29.0604640968,6572903
946,Jordan,Sugar & Sweeteners,46.88,83.6477987421,29.0604640968,6572903
947,Jordan,Starchy Roots,20.79,15.0943396226,29.0604640968,6572903
948,Jordan,Fruits - Excluding Wine,57.5,78.6163522013,29.0604640968,6572903
949,Jordan,Animal fats,1.05,31.4465408805,29.0604640968,6572903
950,Jordan,Coffee and products,4.05,74.8427672956,29.0604640968,6572903
951,Jordan,Eggs,3.92,35.2201257862,29.0604640968,6572903
952,Jordan,Alcoholic Beverages,0.96,6.3291139241,29.0604640968,6572903
953,Kazakhstan,Fruits - Excluding Wine,90.68,96.2264150943,26.3877928419,16550975
954,Kazakhstan,Coffee and products,1.08,44.0251572327,26.3877928419,16550975
955,Kazakhstan,Starchy Roots,111.34,80.5031446541,26.3877928419,16550975
956,Kazakhstan,Vegetables,197.19,90.5660377358,26.3877928419,16550975
957,Kazakhstan,Pulses,0.49,5.0632911392,26.3877928419,16550975
958,Kazakhstan,Sugar & Sweeteners,28.62,45.2830188679,26.3877928419,16550975
959,Kazakhstan,"Fish, Seafood",5.33,24.5283018868,26.3877928419,16550975
960,Kazakhstan,Eggs,8.29,59.1194968553,26.3877928419,16550975
961,Kazakhstan,Cereals - Excluding Beer,114.1,25.786163522,26.3877928419,16550975
962,Kazakhstan,Animal fats,3.72,64.1509433962,26.3877928419,16550975
963,Kazakhstan,Alcoholic Beverages,40.03,53.164556962,26.3877928419,16550975
964,Kazakhstan,Meat,67.84,71.0691823899,26.3877928419,16550975
965,Kazakhstan,Tea (including mate),1.98,93.6708860759,26.3877928419,16550975
966,Kazakhstan,Milk - Excluding Butter,288.12,94.9685534591,26.3877928419,16550975
967,Kenya,Cereals - Excluding Beer,128.03,40.251572327,23.1550296343,43923719
968,Kenya,Vegetables,50.19,30.8176100629,23.1550296343,43923719
969,Kenya,Eggs,1.84,22.641509434,23.1550296343,43923719
970,Kenya,Meat,14.32,16.3522012579,23.1550296343,43923719
971,Kenya,Fruits - Excluding Wine,54.79,23.2704402516,23.1550296343,43923719
972,Kenya,Coffee and products,0.08,12.5786163522,23.1550296343,43923719
973,Kenya,Pulses,15.3,91.1392405063,23.1550296343,43923719
974,Kenya,Sugar & Sweeteners,15.94,23.2704402516,23.1550296343,43923719
975,Kenya,Tea (including mate),1.83,91.1392405063,23.1550296343,43923719
976,Kenya,Milk - Excluding Butter,94.86,48.427672956,23.1550296343,43923719
977,Kenya,"Fish, Seafood",4.28,18.2389937107,23.1550296343,43923719
978,Kenya,Starchy Roots,89.93,74.213836478,23.1550296343,43923719
979,Kenya,Alcoholic Beverages,18.97,34.8101265823,23.1550296343,43923719
980,Kenya,Animal fats,1.24,35.2201257862,23.1550296343,43923719
981,Kuwait,Alcoholic Beverages,0,1.2658227848,29.6929058022,2959015
982,Kuwait,Sugar & Sweeteners,38.75,65.4088050314,29.6929058022,2959015
983,Kuwait,Coffee and products,3.48,72.3270440252,29.6929058022,2959015
984,Kuwait,Meat,82.88,84.9056603774,29.6929058022,2959015
985,Kuwait,Fruits - Excluding Wine,108.81,97.4842767296,29.6929058022,2959015
986,Kuwait,Pulses,8.33,67.7215189873,29.6929058022,2959015
987,Kuwait,Starchy Roots,65.69,64.1509433962,29.6929058022,2959015
988,Kuwait,Eggs,12.6,82.3899371069,29.6929058022,2959015
989,Kuwait,Vegetables,223.33,94.3396226415,29.6929058022,2959015
990,Kuwait,"Fish, Seafood",13.82,54.7169811321,29.6929058022,2959015
991,Kuwait,Tea (including mate),1.82,90.5063291139,29.6929058022,2959015
992,Kuwait,Milk - Excluding Butter,157.66,71.0691823899,29.6929058022,2959015
993,Kuwait,Animal fats,2.99,59.1194968553,29.6929058022,2959015
994,Kuwait,Cereals - Excluding Beer,146.91,63.5220125786,29.6929058022,2959015
995,Kyrgyzstan,Eggs,4.64,40.251572327,26.3880798817,5503253
996,Kyrgyzstan,Alcoholic Beverages,12.97,27.8481012658,26.3880798817,5503253
997,Kyrgyzstan,Fruits - Excluding Wine,29.11,92.4528301887,26.3880798817,5503253
998,Kyrgyzstan,Animal fats,1.49,39.6226415094,26.3880798817,5503253
999,Kyrgyzstan,Vegetables,151.23,83.6477987421,26.3880798817,5503253
1000,Kyrgyzstan,Starchy Roots,99.27,77.358490566,26.3880798817,5503253
1001,Kyrgyzstan,Meat,32.07,37.7358490566,26.3880798817,5503253
1002,Kyrgyzstan,Pulses,5.38,53.7974683544,26.3880798817,5503253
1003,Kyrgyzstan,Sugar & Sweeteners,31.5,50.3144654088,26.3880798817,5503253
1004,Kyrgyzstan,Tea (including mate),0.67,70.253164557,26.3880798817,5503253
1005,Kyrgyzstan,Cereals - Excluding Beer,165.13,82.3899371069,26.3880798817,5503253
1006,Kyrgyzstan,"Fish, Seafood",2.31,9.4339622642,26.3880798817,5503253
1007,Kyrgyzstan,Milk - Excluding Butter,210.92,83.6477987421,26.3880798817,5503253
1008,Kyrgyzstan,Coffee and products,0.52,32.0754716981,26.3880798817,5503253
1009,Latvia,Meat,61.1,63.5220125786,26.6330289033,2226260
1010,Latvia,Coffee and products,4.44,76.7295597484,26.6330289033,2226260
1011,Latvia,Vegetables,113.04,72.3270440252,26.6330289033,2226260
1012,Latvia,Animal fats,26.27,99.3710691824,26.6330289033,2226260
1013,Latvia,Tea (including mate),0.42,52.5316455696,26.6330289033,2226260
1014,Latvia,"Fish, Seafood",23.66,73.5849056604,26.6330289033,2226260
1015,Latvia,Fruits - Excluding Wine,47.99,76.1006289308,26.6330289033,2226260
1016,Latvia,Pulses,0.04,3.164556962,26.6330289033,2226260
1017,Latvia,Starchy Roots,116.59,82.3899371069,26.6330289033,2226260
1018,Latvia,Eggs,14.03,89.9371069182,26.6330289033,2226260
1019,Latvia,Cereals - Excluding Beer,122.48,35.2201257862,26.6330289033,2226260
1020,Latvia,Alcoholic Beverages,90.16,85.4430379747,26.6330289033,2226260
1021,Latvia,Milk - Excluding Butter,174.11,75.4716981132,26.6330289033,2226260
1022,Latvia,Sugar & Sweeteners,42.61,73.5849056604,26.6330289033,2226260
1023,Lebanon,Alcoholic Beverages,13.65,28.4810126582,27.6174648695,4324060
1024,Lebanon,Meat,39.63,46.5408805031,27.6174648695,4324060
1025,Lebanon,Cereals - Excluding Beer,132.29,47.1698113208,27.6174648695,4324060
1026,Lebanon,Milk - Excluding Butter,114.52,55.3459119497,27.6174648695,4324060
1027,Lebanon,Starchy Roots,44.67,40.251572327,27.6174648695,4324060
1028,Lebanon,Animal fats,2.33,50.3144654088,27.6174648695,4324060
1029,Lebanon,Fruits - Excluding Wine,106.28,95.5974842767,27.6174648695,4324060
1030,Lebanon,Coffee and products,8.73,94.9685534591,27.6174648695,4324060
1031,Lebanon,Tea (including mate),0.99,80.3797468354,27.6174648695,4324060
1032,Lebanon,Eggs,3.7,33.9622641509,27.6174648695,4324060
1033,Lebanon,"Fish, Seafood",10.61,44.0251572327,27.6174648695,4324060
1034,Lebanon,Pulses,9.48,73.417721519,27.6174648695,4324060
1035,Lebanon,Vegetables,192.29,89.3081761006,27.6174648695,4324060
1036,Lebanon,Sugar & Sweeteners,44.9,80.5031446541,27.6174648695,4324060
1037,Lesotho,Fruits - Excluding Wine,28.24,5.6603773585,24.7961915718,2240126
1038,Lesotho,Cereals - Excluding Beer,226.02,98.1132075472,24.7961915718,2240126
1039,Lesotho,Meat,24.6,26.4150943396,24.7961915718,2240126
1040,Lesotho,"Fish, Seafood",0.84,3.7735849057,24.7961915718,2240126
1041,Lesotho,Sugar & Sweeteners,16.6,24.5283018868,24.7961915718,2240126
1042,Lesotho,Starchy Roots,56.52,55.9748427673,24.7961915718,2240126
1043,Lesotho,Animal fats,0.45,15.7232704403,24.7961915718,2240126
1044,Lesotho,Tea (including mate),0.19,32.9113924051,24.7961915718,2240126
1045,Lesotho,Pulses,7.48,63.9240506329,24.7961915718,2240126
1046,Lesotho,Coffee and products,0.02,6.2893081761,24.7961915718,2240126
1047,Lesotho,Vegetables,18.51,5.0314465409,24.7961915718,2240126
1048,Lesotho,Milk - Excluding Butter,25.35,21.3836477987,24.7961915718,2240126
1049,Lesotho,Alcoholic Beverages,25.48,39.8734177215,24.7961915718,2240126
1050,Lesotho,Eggs,1.06,12.5786163522,24.7961915718,2240126
1051,Liberia,Pulses,1.36,17.7215189873,24.0388025664,4348740
1052,Liberia,Meat,16.3,18.2389937107,24.0388025664,4348740
1053,Liberia,Animal fats,0.2,2.5157232704,24.0388025664,4348740
1054,Liberia,Sugar & Sweeteners,5.65,3.7735849057,24.0388025664,4348740
1055,Liberia,Coffee and products,0.27,23.8993710692,24.0388025664,4348740
1056,Liberia,Starchy Roots,136.5,87.4213836478,24.0388025664,4348740
1057,Liberia,Fruits - Excluding Wine,43.48,8.1761006289,24.0388025664,4348740
1058,Liberia,Tea (including mate),0.08,19.6202531646,24.0388025664,4348740
1059,Liberia,Eggs,2.05,26.4150943396,24.0388025664,4348740
1060,Liberia,Alcoholic Beverages,8.29,22.1518987342,24.0388025664,4348740
1061,Liberia,"Fish, Seafood",4.16,16.9811320755,24.0388025664,4348740
1062,Liberia,Vegetables,27.06,11.9496855346,24.0388025664,4348740
1063,Liberia,Cereals - Excluding Beer,106.03,18.8679245283,24.0388025664,4348740
1064,Liberia,Milk - Excluding Butter,3.04,1.2578616352,24.0388025664,4348740
1065,Lithuania,Alcoholic Beverages,131.52,96.2025316456,26.5640939583,3278337
1066,Lithuania,Animal fats,11.12,86.1635220126,26.5640939583,3278337
1067,Lithuania,Starchy Roots,95.76,76.7295597484,26.5640939583,3278337
1068,Lithuania,Tea (including mate),0.32,44.9367088608,26.5640939583,3278337
1069,Lithuania,Eggs,13.11,85.534591195,26.5640939583,3278337
1070,Lithuania,Pulses,3.59,42.4050632911,26.5640939583,3278337
1071,Lithuania,Coffee and products,5.43,83.6477987421,26.5640939583,3278337
1072,Lithuania,Cereals - Excluding Beer,151,71.6981132075,26.5640939583,3278337
1073,Lithuania,Milk - Excluding Butter,295.46,96.2264150943,26.5640939583,3278337
1074,Lithuania,Fruits - Excluding Wine,49.08,73.5849056604,26.5640939583,3278337
1075,Lithuania,Meat,77.65,79.8742138365,26.5640939583,3278337
1076,Lithuania,"Fish, Seafood",43.64,94.3396226415,26.5640939583,3278337
1077,Lithuania,Sugar & Sweeteners,47.45,84.2767295597,26.5640939583,3278337
1078,Lithuania,Vegetables,108.99,71.0691823899,26.5640939583,3278337
1079,Luxembourg,Alcoholic Beverages,150.05,97.4683544304,26.4114259561,530018
1080,Luxembourg,Tea (including mate),0.67,70.253164557,26.4114259561,530018
1081,Luxembourg,Vegetables,107.44,68.5534591195,26.4114259561,530018
1082,Luxembourg,Animal fats,7.31,83.0188679245,26.4114259561,530018
1083,Luxembourg,Eggs,14.64,91.8238993711,26.4114259561,530018
1084,Luxembourg,Sugar & Sweeteners,51.42,93.7106918239,26.4114259561,530018
1085,Luxembourg,Starchy Roots,55.89,51.572327044,26.4114259561,530018
1086,Luxembourg,"Fish, Seafood",33.79,89.3081761006,26.4114259561,530018
1087,Luxembourg,Meat,98.53,96.8553459119,26.4114259561,530018
1088,Luxembourg,Fruits - Excluding Wine,200.83,72.3270440252,26.4114259561,530018
1089,Luxembourg,Cereals - Excluding Beer,122.2,34.5911949686,26.4114259561,530018
1090,Luxembourg,Milk - Excluding Butter,255.3,91.1949685535,26.4114259561,530018
1091,Luxembourg,Coffee and products,24.48,100,26.4114259561,530018
1092,Luxembourg,Pulses,1.17,12.6582278481,26.4114259561,530018
1093,Madagascar,Alcoholic Beverages,5.78,16.4556962025,21.2341044461,22555046
1094,Madagascar,Milk - Excluding Butter,24.84,19.4968553459,21.2341044461,22555046
1095,Madagascar,Fruits - Excluding Wine,45.74,5.6603773585,21.2341044461,22555046
1096,Madagascar,Animal fats,0.43,13.2075471698,21.2341044461,22555046
1097,Madagascar,Sugar & Sweeteners,7.41,7.5471698113,21.2341044461,22555046
1098,Madagascar,Eggs,0.71,7.5471698113,21.2341044461,22555046
1099,Madagascar,Tea (including mate),0.02,9.4936708861,21.2341044461,22555046
1100,Madagascar,Pulses,4.1,46.2025316456,21.2341044461,22555046
1101,Madagascar,"Fish, Seafood",4.56,19.4968553459,21.2341044461,22555046
1102,Madagascar,Coffee and products,2.05,57.8616352201,21.2341044461,22555046
1103,Madagascar,Starchy Roots,156.8,90.5660377358,21.2341044461,22555046
1104,Madagascar,Vegetables,16.97,3.7735849057,21.2341044461,22555046
1105,Madagascar,Meat,14.12,15.7232704403,21.2341044461,22555046
1106,Madagascar,Cereals - Excluding Beer,129.62,42.1383647799,21.2341044461,22555046
1107,Malawi,Tea (including mate),0.21,36.0759493671,22.7266007975,16406945
1108,Malawi,Meat,11.25,7.5471698113,22.7266007975,16406945
1109,Malawi,Milk - Excluding Butter,7.98,6.9182389937,22.7266007975,16406945
