Country,Item,Year,Value
Armenia,Mean BMI,1993,25.4355901577
Australia,Mean BMI,1993,25.6216324858
Austria,Mean BMI,1993,24.7065345545
Azerbaijan,Mean BMI,1993,25.1887619941
Bahamas,Mean BMI,1993,26.2236896364
Bahrain,Mean BMI,1993,25.7335599537
Bangladesh,Mean BMI,1993,19.5000823387
Barbados,Mean BMI,1993,26.0451440859
Belarus,Mean BMI,1993,25.3632494292
Belgium,Mean BMI,1993,25.3415155197
Belize,Mean BMI,1993,26.6976561782
Benin,Mean BMI,1993,21.2897350458
Bermuda,Mean BMI,1993,27.0177460633
Bhutan,Mean BMI,1993,21.3362825023
Bolivia,Mean BMI,1993,23.9688451074
Bosnia and Herzegovina,Mean BMI,1993,24.6082594996
Botswana,Mean BMI,1993,23.0081919333
Brazil,Mean BMI,1993,24.3351536384
Brunei Darussalam,Mean BMI,1993,24.680190541
Bulgaria,Mean BMI,1993,25.1684713617
Burkina Faso,Mean BMI,1993,20.3369636447
Burundi,Mean BMI,1993,20.0360783819
Cabo Verde,Mean BMI,1993,22.462309517
Cambodia,Mean BMI,1993,20.1016352862
Cameroon,Mean BMI,1993,22.3083540183
Canada,Mean BMI,1993,25.7969536837
Central African Republic,Mean BMI,1993,20.9279766903
Chad,Mean BMI,1993,20.3765321909
Chile,Mean BMI,1993,26.2659353821
China,Mean BMI,1993,22.1140359373
China (Hong Kong SAR),Mean BMI,1993,23.2482982862
Colombia,Mean BMI,1993,24.2298084773
Comoros,Mean BMI,1993,22.0309012774
Congo,Mean BMI,1993,21.5423900561
Cook Islands,Mean BMI,1993,31.1033438501
Costa Rica,Mean BMI,1993,24.9662333992
Croatia,Mean BMI,1993,25.1732220732
Cuba,Mean BMI,1993,24.1602843851
Cyprus,Mean BMI,1993,25.909176279
Czech Republic,Mean BMI,1993,26.6506638443
Denmark,Mean BMI,1993,24.6270575166
Djibouti,Mean BMI,1993,23.3157350389
Dominica,Mean BMI,1993,24.9956036913
Dominican Republic,Mean BMI,1993,24.2592892986
DR Congo,Mean BMI,1993,20.119131407
Ecuador,Mean BMI,1993,24.6114532676
Egypt,Mean BMI,1993,26.9064553857
El Salvador,Mean BMI,1993,25.0812505885
Equatorial Guinea,Mean BMI,1993,21.9567290806
Eritrea,Mean BMI,1993,19.7543904829
Estonia,Mean BMI,1993,25.1458310723
Ethiopia,Mean BMI,1993,19.3812020279
Fiji,Mean BMI,1993,25.6176130113
Finland,Mean BMI,1993,25.5126663908
France,Mean BMI,1993,24.7678434118
French Polynesia,Mean BMI,1993,29.1741661748
Gabon,Mean BMI,1993,22.963710392
Gambia,Mean BMI,1993,20.9878400694
Georgia,Mean BMI,1993,25.3574924116
Germany,Mean BMI,1993,25.4190691054
Ghana,Mean BMI,1993,21.8330589
Greece,Mean BMI,1993,26.4579188326
Greenland,Mean BMI,1993,25.2932853222
Grenada,Mean BMI,1993,24.5726746257
Guatemala,Mean BMI,1993,24.1459899525
Guinea,Mean BMI,1993,21.1384346666
Guinea Bissau,Mean BMI,1993,21.2955585125
Guyana,Mean BMI,1993,24.0449130633
Haiti,Mean BMI,1993,22.5308612574
Honduras,Mean BMI,1993,23.8514471451
Hungary,Mean BMI,1993,25.7427199938
Iceland,Mean BMI,1993,25.0882580916
India,Mean BMI,1993,20.2144551172
Indonesia,Mean BMI,1993,20.9944750503
Iran,Mean BMI,1993,24.5270287649
Iraq,Mean BMI,1993,26.5318798624
Ireland,Mean BMI,1993,25.6402683175
Israel,Mean BMI,1993,25.6854898214
Italy,Mean BMI,1993,25.1443178919
Ivory Coast,Mean BMI,1993,22.0673445329
Jamaica,Mean BMI,1993,24.6386831749
Japan,Mean BMI,1993,22.4450759407
Jordan,Mean BMI,1993,27.4262072574
Kazakhstan,Mean BMI,1993,25.3855544426
Kenya,Mean BMI,1993,21.325928218
Kiribati,Mean BMI,1993,27.9068283951
Kuwait,Mean BMI,1993,28.2781571161
Kyrgyzstan,Mean BMI,1993,24.1721876636
Laos,Mean BMI,1993,20.4259945487
Latvia,Mean BMI,1993,25.3123957265
Lebanon,Mean BMI,1993,25.9055370233
Lesotho,Mean BMI,1993,23.3458029553
Liberia,Mean BMI,1993,22.6329458794
Libya,Mean BMI,1993,26.6641708811
Lithuania,Mean BMI,1993,26.0818478922
Luxembourg,Mean BMI,1993,25.2339324135
Macedonia (TFYR),Mean BMI,1993,25.4577265285
Madagascar,Mean BMI,1993,20.2381976833
Malawi,Mean BMI,1993,21.1023160096
Malaysia,Mean BMI,1993,23.0365986403
Maldives,Mean BMI,1993,22.6312740545
Mali,Mean BMI,1993,20.7546063668
Malta,Mean BMI,1993,26.789986765
Marshall Islands,Mean BMI,1993,28.8959784051
Mauritania,Mean BMI,1993,22.9534210232
Mauritius,Mean BMI,1993,24.0737354917
Mexico,Mean BMI,1993,25.9864439829
Micronesia (Federated States of),Mean BMI,1993,28.4916850798
Moldova,Mean BMI,1993,25.5440605222
Mongolia,Mean BMI,1993,23.9158335074
Montenegro,Mean BMI,1993,24.8330427468
Morocco,Mean BMI,1993,24.0446347833
Mozambique,Mean BMI,1993,20.8830852437
Myanmar,Mean BMI,1993,20.8562945627
Namibia,Mean BMI,1993,22.374758368
Nauru,Mean BMI,1993,33.8605927672
Nepal,Mean BMI,1993,19.8822111077
Netherlands,Mean BMI,1993,24.5454285032
New Zealand,Mean BMI,1993,25.9018909106
Nicaragua,Mean BMI,1993,25.1138538038
Niger,Mean BMI,1993,20.2193138085
Nigeria,Mean BMI,1993,21.8190554077
Niue,Mean BMI,1993,30.6642342905
North Korea,Mean BMI,1993,22.7423667632
Norway,Mean BMI,1993,25.1604780778
Occupied Palestinian Territory,Mean BMI,1993,26.8276805782
Oman,Mean BMI,1993,25.1595658172
Pakistan,Mean BMI,1993,21.803834873
Palau,Mean BMI,1993,29.3265104456
Panama,Mean BMI,1993,24.8189368157
Papua New Guinea,Mean BMI,1993,23.3402804165
Paraguay,Mean BMI,1993,24.2771424493
Peru,Mean BMI,1993,24.5493154483
Philippines,Mean BMI,1993,21.8231045487
Poland,Mean BMI,1993,25.355862742
Portugal,Mean BMI,1993,25.1607589762
Puerto Rico,Mean BMI,1993,26.8598263425
Qatar,Mean BMI,1993,27.4650368782
Romania,Mean BMI,1993,24.5602944369
Russian Federation,Mean BMI,1993,25.6433309733
Rwanda,Mean BMI,1993,20.1594273987
Saint Kitts and Nevis,Mean BMI,1993,26.6909044873
Saint Lucia,Mean BMI,1993,25.7004013001
Saint Vincent and the Grenadines,Mean BMI,1993,24.7997703663
Samoa,Mean BMI,1993,29.8204917838
Sao Tome and Principe,Mean BMI,1993,22.6623694479
Saudi Arabia,Mean BMI,1993,27.3358905033
Senegal,Mean BMI,1993,21.5849409567
Serbia,Mean BMI,1993,25.1351741747
Seychelles,Mean BMI,1993,24.8589208257
Sierra Leone,Mean BMI,1993,21.5192455159
Singapore,Mean BMI,1993,23.4758950771
Slovakia,Mean BMI,1993,25.4593048291
Slovenia,Mean BMI,1993,25.1794721086
Solomon Islands,Mean BMI,1993,24.315411749
Somalia,Mean BMI,1993,21.5448143324
South Africa,Mean BMI,1993,25.6331447649
South Korea,Mean BMI,1993,22.6827376475
Spain,Mean BMI,1993,25.9158885907
Sri Lanka,Mean BMI,1993,20.9992846535
Sudan,Mean BMI,1993,22.8249990616
Suriname,Mean BMI,1993,25.0045251396
Swaziland,Mean BMI,1993,24.8137746303
Sweden,Mean BMI,1993,24.6493311413
Switzerland,Mean BMI,1993,24.6617174631
Syrian Arab Republic,Mean BMI,1993,26.3814616736
Taiwan,Mean BMI,1993,22.89589441
Tajikistan,Mean BMI,1993,23.6378920835
Tanzania,Mean BMI,1993,21.5210794713
Thailand,Mean BMI,1993,22.3669512052
Timor-Leste,Mean BMI,1993,19.394814475
Togo,Mean BMI,1993,21.2127465336
Tokelau,Mean BMI,1993,30.7740984621
Tonga,Mean BMI,1993,30.8166289531
Trinidad and Tobago,Mean BMI,1993,25.273037792
Tunisia,Mean BMI,1993,24.6076051222
Turkey,Mean BMI,1993,26.1482939599
Turkmenistan,Mean BMI,1993,24.2196855913
Tuvalu,Mean BMI,1993,29.4302646497
Uganda,Mean BMI,1993,20.5396640675
Ukraine,Mean BMI,1993,25.4719302117
United Arab Emirates,Mean BMI,1993,27.2072184362
United Kingdom,Mean BMI,1993,25.5974882779
United States of America,Mean BMI,1993,26.7223625363
Uruguay,Mean BMI,1993,25.4809231393
Uzbekistan,Mean BMI,1993,24.2209860121
Vanuatu,Mean BMI,1993,24.9680345673
Venezuela,Mean BMI,1993,25.8208790515
Vietnam,Mean BMI,1993,19.389041608
Yemen,Mean BMI,1993,21.6917041995
Zambia,Mean BMI,1993,21.2427174112
Zimbabwe,Mean BMI,1993,23.0642486052
Afghanistan,Mean BMI,1998,21.5472100813
Albania,Mean BMI,1998,25.1671699295
Algeria,Mean BMI,1998,24.2382480949
American Samoa,Mean BMI,1998,34.2811164519
Andorra,Mean BMI,1998,26.7692715412
Angola,Mean BMI,1998,21.5138268525
Antigua and Barbuda,Mean BMI,1998,25.0519437788
Argentina,Mean BMI,1998,26.1535444915
Armenia,Mean BMI,1998,25.6456469873
Australia,Mean BMI,1998,26.1737943618
Austria,Mean BMI,1998,24.9854101774
Azerbaijan,Mean BMI,1998,25.5368345286
Bahamas,Mean BMI,1998,26.6660536776
Bahrain,Mean BMI,1998,25.7173626606
Bangladesh,Mean BMI,1998,19.9795248504
Barbados,Mean BMI,1998,26.4191648551
Belarus,Mean BMI,1998,25.6519989664
Belgium,Mean BMI,1998,25.5582558502
Belize,Mean BMI,1998,27.2487722011
Benin,Mean BMI,1998,21.8770910255
Bermuda,Mean BMI,1998,27.3400280063
Bhutan,Mean BMI,1998,21.9848599612
Bolivia,Mean BMI,1998,24.5695841077
Bosnia and Herzegovina,Mean BMI,1998,24.8140489095
Botswana,Mean BMI,1998,23.5188125833
Brazil,Mean BMI,1998,24.7516070203
Brunei Darussalam,Mean BMI,1998,25.1955925006
Bulgaria,Mean BMI,1998,25.3618164215
Burkina Faso,Mean BMI,1998,20.7623288029
Burundi,Mean BMI,1998,20.4656956686
Cabo Verde,Mean BMI,1998,23.092822443
Cambodia,Mean BMI,1998,20.5461614965
Cameroon,Mean BMI,1998,22.8708647245
Canada,Mean BMI,1998,26.268633833
Central African Republic,Mean BMI,1998,21.3669972113
Chad,Mean BMI,1998,20.8127130982
Chile,Mean BMI,1998,26.6302003146
China,Mean BMI,1998,22.3796309508
China (Hong Kong SAR),Mean BMI,1998,23.4557412627
Colombia,Mean BMI,1998,24.7625206342
Comoros,Mean BMI,1998,22.6106187485
Congo,Mean BMI,1998,21.9621617713
Cook Islands,Mean BMI,1998,31.5874734268
Costa Rica,Mean BMI,1998,25.6503875342
Croatia,Mean BMI,1998,25.5565583151
Cuba,Mean BMI,1998,24.5223742934
Cyprus,Mean BMI,1998,26.3031681073
Czech Republic,Mean BMI,1998,26.6501932509
Denmark,Mean BMI,1998,24.918431093
Djibouti,Mean BMI,1998,23.55050279
Dominica,Mean BMI,1998,25.502722452
Dominican Republic,Mean BMI,1998,24.8106991476
DR Congo,Mean BMI,1998,20.5669935379
Ecuador,Mean BMI,1998,25.1996406206
Egypt,Mean BMI,1998,27.545247884
El Salvador,Mean BMI,1998,25.7974657495
Equatorial Guinea,Mean BMI,1998,22.5327967565
Eritrea,Mean BMI,1998,20.0839403464
Estonia,Mean BMI,1998,25.4231321174
Ethiopia,Mean BMI,1998,19.7381490962
Fiji,Mean BMI,1998,26.1999492379
Finland,Mean BMI,1998,25.8084450645
France,Mean BMI,1998,24.9239498905
French Polynesia,Mean BMI,1998,29.3575193041
Gabon,Mean BMI,1998,23.5904407952
Gambia,Mean BMI,1998,21.719572338
Georgia,Mean BMI,1998,25.7761965249
Germany,Mean BMI,1998,25.7722150391
Ghana,Mean BMI,1998,22.4319631327
Greece,Mean BMI,1998,26.739779273
Greenland,Mean BMI,1998,25.6319344244
Grenada,Mean BMI,1998,25.1387939618
Guatemala,Mean BMI,1998,24.7947901151
Guinea,Mean BMI,1998,21.6005958752
Guinea Bissau,Mean BMI,1998,21.8936635163
Guyana,Mean BMI,1998,24.5667629209
Haiti,Mean BMI,1998,23.1815288882
Honduras,Mean BMI,1998,24.5954465004
Hungary,Mean BMI,1998,25.9827168847
Iceland,Mean BMI,1998,25.4666046489
India,Mean BMI,1998,20.5745416389
Indonesia,Mean BMI,1998,21.4675628645
Iran,Mean BMI,1998,25.0312555389
Iraq,Mean BMI,1998,26.9904649186
Ireland,Mean BMI,1998,26.2238365285
Israel,Mean BMI,1998,26.1191039252
Italy,Mean BMI,1998,25.4234313697
Ivory Coast,Mean BMI,1998,22.5388756251
Jamaica,Mean BMI,1998,25.3103646041
Japan,Mean BMI,1998,22.5201786883
Jordan,Mean BMI,1998,27.9471004005
Kazakhstan,Mean BMI,1998,25.6245102617
Kenya,Mean BMI,1998,21.8221318645
Kiribati,Mean BMI,1998,28.5774651607
Kuwait,Mean BMI,1998,28.6472096015
Kyrgyzstan,Mean BMI,1998,24.6536176355
Laos,Mean BMI,1998,20.9136533682
Latvia,Mean BMI,1998,25.5557393183
Lebanon,Mean BMI,1998,26.3609093401
Lesotho,Mean BMI,1998,23.7285198395
Liberia,Mean BMI,1998,22.9375540635
Libya,Mean BMI,1998,27.0469631769
Lithuania,Mean BMI,1998,26.103769171
Luxembourg,Mean BMI,1998,25.5948501615
Macedonia (TFYR),Mean BMI,1998,25.6923859211
Madagascar,Mean BMI,1998,20.563735773
Malawi,Mean BMI,1998,21.5804974793
Malaysia,Mean BMI,1998,23.6868184473
Maldives,Mean BMI,1998,23.1474477615
Mali,Mean BMI,1998,21.3266090584
Malta,Mean BMI,1998,27.0090188614
Marshall Islands,Mean BMI,1998,29.2181375049
Mauritania,Mean BMI,1998,23.542075715
Mauritius,Mean BMI,1998,24.4604524024
Mexico,Mean BMI,1998,26.6257744177
Micronesia (Federated States of),Mean BMI,1998,28.8678081737
Moldova,Mean BMI,1998,25.8578423027
Mongolia,Mean BMI,1998,24.2889034735
Montenegro,Mean BMI,1998,25.2290978736
Morocco,Mean BMI,1998,24.5519897236
Mozambique,Mean BMI,1998,21.3860634649
Myanmar,Mean BMI,1998,21.2323346844
Namibia,Mean BMI,1998,22.7915178799
Nauru,Mean BMI,1998,33.7462916417
Nepal,Mean BMI,1998,20.469947623
Netherlands,Mean BMI,1998,24.9688529288
New Zealand,Mean BMI,1998,26.5320601052
Nicaragua,Mean BMI,1998,25.7055589422
Niger,Mean BMI,1998,20.634117259
Nigeria,Mean BMI,1998,22.2212101278
Niue,Mean BMI,1998,31.1437141509
North Korea,Mean BMI,1998,22.9815779915
Norway,Mean BMI,1998,25.5866686457
Occupied Palestinian Territory,Mean BMI,1998,27.3758996246
Oman,Mean BMI,1998,25.5630969394
Pakistan,Mean BMI,1998,22.3605214104
Palau,Mean BMI,1998,29.5101654608
Panama,Mean BMI,1998,25.4534080715
Papua New Guinea,Mean BMI,1998,23.904358458
Paraguay,Mean BMI,1998,24.8360595937
Peru,Mean BMI,1998,24.9748711484
Philippines,Mean BMI,1998,22.1853573946
Poland,Mean BMI,1998,25.4716294989
Portugal,Mean BMI,1998,25.5179363821
Puerto Rico,Mean BMI,1998,27.2905268126
Qatar,Mean BMI,1998,27.9332164641
Romania,Mean BMI,1998,24.8942980773
Russian Federation,Mean BMI,1998,25.7617495287
Rwanda,Mean BMI,1998,20.657791671
Saint Kitts and Nevis,Mean BMI,1998,27.3076892475
Saint Lucia,Mean BMI,1998,26.6052684053
Saint Vincent and the Grenadines,Mean BMI,1998,25.3847243569
Samoa,Mean BMI,1998,30.4754156064
Sao Tome and Principe,Mean BMI,1998,23.2674761102
Saudi Arabia,Mean BMI,1998,27.7330747997
Senegal,Mean BMI,1998,21.9880268637
Serbia,Mean BMI,1998,25.3153889369
Seychelles,Mean BMI,1998,25.355587455
Sierra Leone,Mean BMI,1998,21.9009452486
Singapore,Mean BMI,1998,23.5454137026
Slovakia,Mean BMI,1998,25.58478826
Slovenia,Mean BMI,1998,25.4060804627
Solomon Islands,Mean BMI,1998,24.8260155148
Somalia,Mean BMI,1998,21.9815119542
South Africa,Mean BMI,1998,26.0166971206
South Korea,Mean BMI,1998,23.0437935198
Spain,Mean BMI,1998,26.1622253591
Sri Lanka,Mean BMI,1998,21.427154659
Sudan,Mean BMI,1998,23.3846766868
Suriname,Mean BMI,1998,25.3910031255
Swaziland,Mean BMI,1998,25.2622351479
Sweden,Mean BMI,1998,25.0762510314
Switzerland,Mean BMI,1998,24.8835570196
Syrian Arab Republic,Mean BMI,1998,26.8910074706
Taiwan,Mean BMI,1998,23.153943993
Tajikistan,Mean BMI,1998,24.0552986928
Tanzania,Mean BMI,1998,21.9753904382
Thailand,Mean BMI,1998,22.799637119
Timor-Leste,Mean BMI,1998,19.7703783086
Togo,Mean BMI,1998,21.7841416002
Tokelau,Mean BMI,1998,31.3819198825
Tonga,Mean BMI,1998,31.2952530728
Trinidad and Tobago,Mean BMI,1998,25.8437496905
Tunisia,Mean BMI,1998,25.1006228871
Turkey,Mean BMI,1998,26.6890971982
Turkmenistan,Mean BMI,1998,24.6663285762
Tuvalu,Mean BMI,1998,29.928331673
Uganda,Mean BMI,1998,20.9809221517
Ukraine,Mean BMI,1998,25.6966318558
United Arab Emirates,Mean BMI,1998,27.5847261709
United Kingdom,Mean BMI,1998,26.184586792
United States of America,Mean BMI,1998,27.4058876438
Uruguay,Mean BMI,1998,25.8410332528
Uzbekistan,Mean BMI,1998,24.7080880354
Vanuatu,Mean BMI,1998,25.4202808809
Venezuela,Mean BMI,1998,26.2199222608
Vietnam,Mean BMI,1998,19.7897496638
Yemen,Mean BMI,1998,22.2431451759
Zambia,Mean BMI,1998,21.4992701916
Zimbabwe,Mean BMI,1998,23.239736817
Afghanistan,Mean BMI,2003,22.0979285442
Albania,Mean BMI,2003,25.5805716852
Algeria,Mean BMI,2003,24.6719529181
American Samoa,Mean BMI,2003,34.3530180986
Andorra,Mean BMI,2003,26.9264470723
Angola,Mean BMI,2003,22.0876411246
Antigua and Barbuda,Mean BMI,2003,25.5615732433
Argentina,Mean BMI,2003,26.589339531
Armenia,Mean BMI,2003,25.8394128934
Australia,Mean BMI,2003,26.651755612
Austria,Mean BMI,2003,25.2583587601
Azerbaijan,Mean BMI,2003,25.9136887589
Bahamas,Mean BMI,2003,27.1057860472
Bahrain,Mean BMI,2003,25.511229463
Bangladesh,Mean BMI,2003,20.4720986059
Barbados,Mean BMI,2003,26.8502368217
Belarus,Mean BMI,2003,26.0202879922
Belgium,Mean BMI,2003,25.7998515142
Belize,Mean BMI,2003,27.8214370241
Benin,Mean BMI,2003,22.4712886152
Bermuda,Mean BMI,2003,27.6898001961
Bhutan,Mean BMI,2003,22.6390662095
Bolivia,Mean BMI,2003,25.1384498295
Bosnia and Herzegovina,Mean BMI,2003,25.0886050136
Botswana,Mean BMI,2003,23.8812436931
Brazil,Mean BMI,2003,25.2103375737
Brunei Darussalam,Mean BMI,2003,25.7220657889
Bulgaria,Mean BMI,2003,25.6543422661
Burkina Faso,Mean BMI,2003,21.2450359769
Burundi,Mean BMI,2003,20.8598980506
Cabo Verde,Mean BMI,2003,23.6635990774
Cambodia,Mean BMI,2003,20.974347878
Cameroon,Mean BMI,2003,23.4448178492
Canada,Mean BMI,2003,26.663963927
Central African Republic,Mean BMI,2003,21.8211516952
Chad,Mean BMI,2003,21.257922189
Chile,Mean BMI,2003,27.0198099855
China,Mean BMI,2003,22.6878043296
China (Hong Kong SAR),Mean BMI,2003,23.6144907576
Colombia,Mean BMI,2003,25.2368247913
Comoros,Mean BMI,2003,23.1688097651
Congo,Mean BMI,2003,22.3865518184
Cook Islands,Mean BMI,2003,32.062189813
Costa Rica,Mean BMI,2003,26.2579249196
Croatia,Mean BMI,2003,26.0749376861
Cuba,Mean BMI,2003,24.8911418439
Cyprus,Mean BMI,2003,26.644370779
Czech Republic,Mean BMI,2003,26.7608191
Denmark,Mean BMI,2003,25.1756563667
Djibouti,Mean BMI,2003,23.749416529
Dominica,Mean BMI,2003,25.9587327863
Dominican Republic,Mean BMI,2003,25.3696232692
DR Congo,Mean BMI,2003,21.0247175542
Ecuador,Mean BMI,2003,25.7902413557
Egypt,Mean BMI,2003,28.1706805023
El Salvador,Mean BMI,2003,26.4471168146
Equatorial Guinea,Mean BMI,2003,23.0355467404
Eritrea,Mean BMI,2003,20.3476575396
Estonia,Mean BMI,2003,25.8354030774
Ethiopia,Mean BMI,2003,20.0367821367
Fiji,Mean BMI,2003,26.7090428585
Finland,Mean BMI,2003,26.0170141872
France,Mean BMI,2003,25.0920051582
French Polynesia,Mean BMI,2003,29.436515386
Gabon,Mean BMI,2003,24.1824047631
Gambia,Mean BMI,2003,22.5092087972
Georgia,Mean BMI,2003,26.229194501
Germany,Mean BMI,2003,26.1009807457
Ghana,Mean BMI,2003,23.0273334625
Greece,Mean BMI,2003,26.9901922123
Greenland,Mean BMI,2003,25.9379642919
Grenada,Mean BMI,2003,25.7230670345
Guatemala,Mean BMI,2003,25.3861420021
Guinea,Mean BMI,2003,22.0834134913
Guinea Bissau,Mean BMI,2003,22.478571283
Guyana,Mean BMI,2003,25.1172503768
Haiti,Mean BMI,2003,23.8304346918
Honduras,Mean BMI,2003,25.3024481849
Hungary,Mean BMI,2003,26.3304026974
Iceland,Mean BMI,2003,25.8101545326
India,Mean BMI,2003,20.9695148786
Indonesia,Mean BMI,2003,21.9441415871
Iran,Mean BMI,2003,25.4826175543
Iraq,Mean BMI,2003,27.4675272553
Ireland,Mean BMI,2003,26.7568023792
Israel,Mean BMI,2003,26.5716156285
Italy,Mean BMI,2003,25.686633626
Ivory Coast,Mean BMI,2003,23.0327534808
Jamaica,Mean BMI,2003,26.0446204923
Japan,Mean BMI,2003,22.6026180263
Jordan,Mean BMI,2003,28.3361650384
Kazakhstan,Mean BMI,2003,25.8521333901
Kenya,Mean BMI,2003,22.2999781194
Kiribati,Mean BMI,2003,29.1599603375
Kuwait,Mean BMI,2003,29.0045478869
Kyrgyzstan,Mean BMI,2003,25.1659739974
Laos,Mean BMI,2003,21.4479767187
Latvia,Mean BMI,2003,25.9239315494
Lebanon,Mean BMI,2003,26.7869178755
Lesotho,Mean BMI,2003,24.1108222224
Liberia,Mean BMI,2003,23.3195633085
Libya,Mean BMI,2003,27.3987533649
Lithuania,Mean BMI,2003,26.2512595472
Luxembourg,Mean BMI,2003,25.936232109
Macedonia (TFYR),Mean BMI,2003,25.9751612429
Madagascar,Mean BMI,2003,20.8152739215
Malawi,Mean BMI,2003,22.016836122
Malaysia,Mean BMI,2003,24.3312514978
Maldives,Mean BMI,2003,23.7502503765
Mali,Mean BMI,2003,21.9447484148
Malta,Mean BMI,2003,27.2197759767
Marshall Islands,Mean BMI,2003,29.4172733973
Mauritania,Mean BMI,2003,24.1118039707
Mauritius,Mean BMI,2003,24.7684676202
Mexico,Mean BMI,2003,27.1369914116
Micronesia (Federated States of),Mean BMI,2003,29.1241984503
Moldova,Mean BMI,2003,26.2581626597
Mongolia,Mean BMI,2003,24.7310438544
Montenegro,Mean BMI,2003,25.6814230259
Morocco,Mean BMI,2003,24.9886935219
Mozambique,Mean BMI,2003,21.8081388315
Myanmar,Mean BMI,2003,21.6099867909
Namibia,Mean BMI,2003,23.2416440201
Nauru,Mean BMI,2003,33.4474858111
Nepal,Mean BMI,2003,21.0766930875
Netherlands,Mean BMI,2003,25.3298415042
New Zealand,Mean BMI,2003,27.1257932456
Nicaragua,Mean BMI,2003,26.2422177216
Niger,Mean BMI,2003,21.0804644809
Nigeria,Mean BMI,2003,22.6274518532
Niue,Mean BMI,2003,31.5365082583
North Korea,Mean BMI,2003,23.2427467437
Norway,Mean BMI,2003,26.0305908032
Occupied Palestinian Territory,Mean BMI,2003,27.8820603989
Oman,Mean BMI,2003,25.7931755528
Pakistan,Mean BMI,2003,22.91270106
Palau,Mean BMI,2003,29.5396597074
Panama,Mean BMI,2003,26.01671203
Papua New Guinea,Mean BMI,2003,24.4125201739
Paraguay,Mean BMI,2003,25.3973682576
Peru,Mean BMI,2003,25.4197971866
Philippines,Mean BMI,2003,22.464944126
Poland,Mean BMI,2003,25.747846678
Portugal,Mean BMI,2003,25.820042431
Puerto Rico,Mean BMI,2003,27.6706396026
Qatar,Mean BMI,2003,28.380621296
Romania,Mean BMI,2003,25.3808849589
Russian Federation,Mean BMI,2003,25.9804567852
Rwanda,Mean BMI,2003,21.1237651056
Saint Kitts and Nevis,Mean BMI,2003,27.9567614476
Saint Lucia,Mean BMI,2003,27.5678911922
Saint Vincent and the Grenadines,Mean BMI,2003,25.9750780496
Samoa,Mean BMI,2003,31.0546999512
Sao Tome and Principe,Mean BMI,2003,23.8662165874
Saudi Arabia,Mean BMI,2003,28.0508593953
Senegal,Mean BMI,2003,22.39431957
Serbia,Mean BMI,2003,25.5618255473
Seychelles,Mean BMI,2003,25.8391224006
Sierra Leone,Mean BMI,2003,22.2809450412
Singapore,Mean BMI,2003,23.599300973
Slovakia,Mean BMI,2003,25.7968751898
Slovenia,Mean BMI,2003,25.7324527172
Solomon Islands,Mean BMI,2003,25.2797393268
Somalia,Mean BMI,2003,22.3834706182
South Africa,Mean BMI,2003,26.4333662797
South Korea,Mean BMI,2003,23.3077724665
Spain,Mean BMI,2003,26.3350055939
Sri Lanka,Mean BMI,2003,21.8684895822
Sudan,Mean BMI,2003,23.8179527676
Suriname,Mean BMI,2003,25.7863335738
Swaziland,Mean BMI,2003,25.7326287317
Sweden,Mean BMI,2003,25.471264861
Switzerland,Mean BMI,2003,25.0447057683
Syrian Arab Republic,Mean BMI,2003,27.365820611
Taiwan,Mean BMI,2003,23.4131237372
Tajikistan,Mean BMI,2003,24.5355073858
Tanzania,Mean BMI,2003,22.3734444462
Thailand,Mean BMI,2003,23.2069388273
Timor-Leste,Mean BMI,2003,20.1413613164
Togo,Mean BMI,2003,22.3937131622
Tokelau,Mean BMI,2003,31.8655367592
Tonga,Mean BMI,2003,31.6324598174
Trinidad and Tobago,Mean BMI,2003,26.4329638314
Tunisia,Mean BMI,2003,25.5253452702
Turkey,Mean BMI,2003,27.1463302127
Turkmenistan,Mean BMI,2003,25.1731179192
Tuvalu,Mean BMI,2003,30.2533116249
Uganda,Mean BMI,2003,21.3960305765
Ukraine,Mean BMI,2003,26.0184380413
United Arab Emirates,Mean BMI,2003,27.9714540832
United Kingdom,Mean BMI,2003,26.6946349418
United States of America,Mean BMI,2003,28.0359490346
Uruguay,Mean BMI,2003,26.2400289795
Uzbekistan,Mean BMI,2003,25.2600164811
Vanuatu,Mean BMI,2003,25.7502371563
Venezuela,Mean BMI,2003,26.5152176153
Vietnam,Mean BMI,2003,20.2537269583
Yemen,Mean BMI,2003,22.7476043591
Zambia,Mean BMI,2003,21.770798944
Zimbabwe,Mean BMI,2003,23.4257669626
Afghanistan,Mean BMI,2008,22.6179637911
Albania,Mean BMI,2008,26.0637840013
Algeria,Mean BMI,2008,25.0577785525
American Samoa,Mean BMI,2008,34.2651145969
Andorra,Mean BMI,2008,26.9908532018
Angola,Mean BMI,2008,22.6321102419
Antigua and Barbuda,Mean BMI,2008,26.0551700459
Argentina,Mean BMI,2008,27.0617591535
Armenia,Mean BMI,2008,26.0619164505
Australia,Mean BMI,2008,26.9893636021
Austria,Mean BMI,2008,25.4838860508
Azerbaijan,Mean BMI,2008,26.3682412571
Bahamas,Mean BMI,2008,27.5173863952
Bahrain,Mean BMI,2008,25.2053724369
Bangladesh,Mean BMI,2008,20.9410084218
Barbados,Mean BMI,2008,27.266351456
Belarus,Mean BMI,2008,26.3692364408
Belgium,Mean BMI,2008,26.0271612492
Belize,Mean BMI,2008,28.3469174134
